#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 03 02 23 50 102  9.7 12.1  1.67 10.81  5.37 999 1013.6   8.8   8.1 999.0 99.0 99.00
2012 03 03 00 50 101 10.4 12.9 99.00 99.00 99.00 999 1012.4   8.7   8.3 999.0 99.0 99.00
2012 03 03 01 50 107 10.7 13.1  2.18 11.43  5.43 999 1010.5   9.1   8.3 999.0 99.0 99.00
2012 03 03 02 50 121 10.2 12.6  2.23 10.81  5.33 999 1010.2   9.8   8.4 999.0 99.0 99.00
2012 03 03 03 50 121 10.7 13.9  2.42 10.81  5.46 999 1009.2  10.6   8.4 999.0 99.0 99.00
2012 03 03 04 50 131  9.0 10.2  2.42  6.25  5.56 999 1008.3  10.3   8.3 999.0 99.0 99.00
2012 03 03 05 50 138 10.2 11.9  2.27  6.67  5.52 999 1006.2  10.5   8.3 999.0 99.0 99.00
2012 03 03 06 50 141  7.8  9.1  2.50 10.81  6.05 999 1005.3  10.4   8.3 999.0 99.0 99.00
2012 03 03 07 50 161  7.5  8.8  2.38 11.43  6.04 999 1003.5  11.1   8.3 999.0 99.0 99.00
2012 03 03 08 50 189  5.9  7.0  2.06  6.67  5.80 999 1003.0  10.4   8.3 999.0 99.0 99.00
2012 03 03 09 50 216  2.1  2.9  2.12 12.12  6.06 999 1003.2   9.5   8.3 999.0 99.0 99.00
2012 03 03 10 50 187  5.9  6.7  2.04  7.14  6.10 999 1002.3   9.7   8.3 999.0 99.0 99.00
2012 03 03 11 50 170  6.9  7.9  2.07 11.43  6.31 999 1001.6   9.3   8.1 999.0 99.0 99.00
2012 03 03 12 50 189  9.4 11.1  1.94 10.81  5.97 999 1001.9  10.8   8.1 999.0 99.0 99.00
2012 03 03 13 50 203  9.7 12.0  2.04  6.67  5.79 999 1002.6  11.6   8.1 999.0 99.0 99.00
2012 03 03 14 50 215  8.1  9.7  2.14  7.14  5.71 999 1002.4  10.8   8.1 999.0 99.0 99.00
2012 03 03 15 50 222  4.7  5.8  2.12  6.67  5.83 999 1002.8   9.8   8.1 999.0 99.0 99.00
2012 03 03 16 50 285  3.6  4.6  1.99  7.14  6.11 999 1003.1  10.3   8.1 999.0 99.0 99.00
2012 03 03 17 50 290  2.6  4.7  2.10  6.25  6.33 999 1003.0   9.8   8.1 999.0 99.0 99.00
2012 03 03 18 50 292  4.0  5.1  2.11  6.67  6.25 999 1003.1   9.5   8.1 999.0 99.0 99.00
2012 03 03 19 50 257  3.1  3.9  1.90 11.43  6.34 999 1004.3   9.6   8.1 999.0 99.0 99.00
2012 03 03 20 50 228  2.6  3.9  2.15 10.81  7.13 999 1003.9   9.6   8.2 999.0 99.0 99.00
2012 03 03 21 50 227  4.1  5.0  1.88 12.12  6.78 999 1005.4   9.6   8.1 999.0 99.0 99.00
2012 03 03 22 50 230  2.5  3.3  1.84 10.81  6.90 999 1005.9   9.4   8.1 999.0 99.0 99.00
2012 03 03 23 50 203  2.5  3.0  1.65  7.14  6.75 999 1006.4   9.1   8.0 999.0 99.0 99.00
2012 03 04 00 50 225  2.6  3.2  1.69 10.81  6.87 999 1006.6   9.6   8.0 999.0 99.0 99.00
2012 03 04 01 50 189  3.2  3.7  1.65 11.43  6.91 999 1007.3   9.2   8.0 999.0 99.0 99.00
2012 03 04 02 50 191  2.6  3.1  1.50  7.14  6.65 999 1007.3   9.5   8.0 999.0 99.0 99.00
2012 03 04 03 50 184  2.6  3.1  1.39 10.81  6.40 999 1006.9   8.9   8.1 999.0 99.0 99.00
2012 03 04 04 50 186  3.0  3.3  1.51 10.00  6.52 999 1006.8   8.8   8.1 999.0 99.0 99.00
2012 03 04 05 50 257  1.6  2.2  1.62  6.67  6.64 999 1007.1   8.7   8.1 999.0 99.0 99.00
2012 03 04 06 50 351  2.4  3.4  1.47  7.14  6.33 999 1007.1   8.4   8.1 999.0 99.0 99.00
2012 03 04 07 50   2  4.7  5.8  1.37  7.14  6.40 999 1006.9   8.9   8.1 999.0 99.0 99.00
2012 03 04 08 50   5  6.6  8.0  1.30  7.14  6.12 999 1006.5   8.7   8.0 999.0 99.0 99.00
2012 03 04 09 50  13  5.9  7.4  1.27 10.81  5.71 999 1007.4   8.2   8.0 999.0 99.0 99.00
2012 03 04 10 50  16  6.0  7.7  1.28  7.69  5.62 999 1007.5   8.3   8.0 999.0 99.0 99.00
2012 03 04 11 50 353  7.3 11.8  1.24 10.81  5.58 999 1007.0   7.1   8.0 999.0 99.0 99.00
2012 03 04 12 50  42  5.6  7.2  1.25 11.43  5.33 999 1007.5   5.8   8.1 999.0 99.0 99.00
2012 03 04 13 50  40  5.1  6.4  1.08 11.43  4.89 999 1007.8   5.0   8.0 999.0 99.0 99.00
2012 03 04 14 50  13  5.2  7.3  1.11 11.43  5.05 999 1008.1   4.5   8.0 999.0 99.0 99.00
2012 03 04 15 50  24  3.0  4.4  1.03 12.12  5.10 999 1007.4   4.4   8.0 999.0 99.0 99.00
2012 03 04 16 50  12  1.5  2.9  1.02 11.43  5.49 999 1007.1   4.3   8.0 999.0 99.0 99.00
2012 03 04 17 50  14  1.8  2.7  0.94 11.43  5.90 999 1005.9   4.4   8.0 999.0 99.0 99.00
2012 03 04 18 50 284  0.9  1.8  0.83 10.81  5.61 999 1005.9   4.6   8.1 999.0 99.0 99.00
2012 03 04 19 50 222  0.7  1.5  0.96 10.81  6.36 999 1006.2   5.2   8.3 999.0 99.0 99.00
2012 03 04 20 50 245  2.2  3.3  0.87 11.43  6.35 999 1006.2   5.6   8.4 999.0 99.0 99.00
2012 03 04 21 50 250  2.5  3.4  0.80 11.43  6.12 999 1006.9   5.5   8.4 999.0 99.0 99.00
2012 03 04 22 50 261  2.2  3.1  0.89 11.43  7.23 999 1007.6   5.5   8.3 999.0 99.0 99.00
2012 03 04 23 50 303  8.8 10.2  0.72 10.81  6.50 999 1008.5   6.8   7.9 999.0 99.0 99.00
2012 03 05 00 50 301  9.9 12.0  1.22 10.81  3.98 999 1009.7   6.4   7.9 999.0 99.0 99.00
2012 03 05 01 50 303  9.6 11.5  1.06 10.81  3.72 999 1010.2   6.1   7.9 999.0 99.0 99.00
2012 03 05 02 50 291  9.4 11.1  0.92  4.55  3.41 999 1011.1   5.9   7.9 999.0 99.0 99.00
2012 03 05 03 50 287 10.8 12.3  1.06 11.43  3.85 999 1011.7   5.5   7.9 999.0 99.0 99.00
2012 03 05 04 50 285  9.5 11.1  1.08 10.81  3.81 999 1012.2   5.2   7.9 999.0 99.0 99.00
2012 03 05 05 50 282 10.1 12.5  1.15 10.00  4.08 999 1013.5   5.1   7.9 999.0 99.0 99.00
2012 03 05 06 50 272  9.7 11.5  1.10 10.81  3.99 999 1014.5   4.9   8.0 999.0 99.0 99.00
2012 03 05 07 50 274  9.9 12.0  1.11  3.85  4.06 999 1014.7   4.7   8.0 999.0 99.0 99.00
2012 03 05 08 50 281  9.8 11.9  1.09  4.00  3.97 999 1015.0   4.3   8.0 999.0 99.0 99.00
2012 03 05 09 50 275  8.7 11.3  1.04 10.00  4.02 999 1015.8   4.2   8.1 999.0 99.0 99.00
2012 03 05 10 50 273  7.2  9.0  0.98 10.00  4.14 999 1016.5   4.3   7.9 999.0 99.0 99.00
2012 03 05 11 50 263  8.6 10.2  1.00 10.00  4.19 999 1017.4   4.4   7.9 999.0 99.0 99.00
2012 03 05 12 50 281  6.6  8.1  0.90 12.12  4.09 999 1018.5   4.8   7.9 999.0 99.0 99.00
2012 03 05 13 50 268  4.6  5.8  0.79 10.81  4.28 999 1018.9   4.7   7.9 999.0 99.0 99.00
2012 03 05 14 50 230  4.2  5.7  0.83 11.43  5.52 999 1019.3   4.9   8.0 999.0 99.0 99.00
2012 03 05 15 50 260  3.8  5.8  0.78 10.81  5.78 999 1019.4   5.0   8.0 999.0 99.0 99.00
2012 03 05 16 50 231  1.9  6.1  0.76 10.00  5.78 999 1019.5   4.4   7.9 999.0 99.0 99.00
2012 03 05 17 50 260  0.9  1.9  0.86 11.43  6.70 999 1019.3   1.9   7.8 999.0 99.0 99.00
2012 03 05 18 50 360  4.8  6.4  0.74 11.43  5.81 999 1019.1   1.6   7.6 999.0 99.0 99.00
2012 03 05 19 50 351  6.5  8.0  0.76 10.81  5.07 999 1019.3   2.4   7.7 999.0 99.0 99.00
2012 03 05 20 50 328  6.6  8.5  0.73 10.81  4.83 999 1020.0   2.4   7.9 999.0 99.0 99.00
2012 03 05 21 50 325  9.2 11.6  0.76 10.81  4.33 999 1020.8   4.4   7.9 999.0 99.0 99.00
2012 03 05 22 50 315  9.2 11.3  0.96 10.00  3.84 999 1022.4   5.0   7.9 999.0 99.0 99.00
2012 03 05 23 50 310  9.3 11.6  1.03  4.17  3.88 999 1024.1   5.4   8.0 999.0 99.0 99.00
2012 03 06 00 50 299  9.9 11.4  1.14  4.35  4.03 999 1025.5   5.4   7.9 999.0 99.0 99.00
2012 03 06 01 50 298  9.6 11.4  1.16  4.35  3.94 999 1026.7   5.3   7.9 999.0 99.0 99.00
2012 03 06 02 50 297 10.4 13.3  1.13 10.00  3.86 999 1027.7   5.2   7.9 999.0 99.0 99.00
2012 03 06 03 50 300 12.0 14.5  1.08  4.17  3.51 999 1028.8   4.8   7.9 999.0 99.0 99.00
2012 03 06 04 50 302 12.3 14.5  1.28  4.17  3.67 999 1029.7   4.1   7.8 999.0 99.0 99.00
2012 03 06 05 50 308 12.2 14.7  1.45  4.76  3.98 999 1030.6   3.5   7.7 999.0 99.0 99.00
2012 03 06 06 50 321 10.6 13.8  1.41  5.26  4.10 999 1031.6   3.6   7.9 999.0 99.0 99.00
2012 03 06 07 50 344  9.9 11.8  1.48  5.26  4.19 999 1032.4   3.3   8.0 999.0 99.0 99.00
2012 03 06 08 50 335  7.7  9.8  1.26  5.00  4.13 999 1033.8   2.8   8.0 999.0 99.0 99.00
2012 03 06 09 50   3  8.3 10.2  1.15  4.55  4.04 999 1034.9   2.2   8.0 999.0 99.0 99.00
2012 03 06 10 50   4  7.0  9.5  1.14  4.55  4.06 999 1036.1   1.7   8.1 999.0 99.0 99.00
2012 03 06 11 50   4  5.6  7.1  1.50  5.56  4.66 999 1037.8   1.3   8.1 999.0 99.0 99.00
2012 03 06 12 50 354  5.7  8.3  1.43  5.26  4.57 999 1039.0   1.2   8.0 999.0 99.0 99.00
2012 03 06 13 50 359  6.0  7.5  1.39  5.26  4.69 999 1039.6   1.1   7.7 999.0 99.0 99.00
2012 03 06 14 50 354  5.3  7.4  1.33  5.88  4.53 999 1040.2   1.0   7.5 999.0 99.0 99.00
2012 03 06 15 50 358  2.7  4.5  1.09  5.56  4.39 999 1040.9   1.1   7.5 999.0 99.0 99.00
2012 03 06 16 50 342  1.2  3.9  0.98  5.56  4.37 999 1041.0   1.3   7.5 999.0 99.0 99.00
2012 03 06 17 50   3  1.0  1.8  0.94  5.26  4.25 999 1040.0   1.6   7.8 999.0 99.0 99.00
2012 03 06 18 50 213  1.2  2.2  0.84  5.26  4.30 999 1039.7   2.2   8.3 999.0 99.0 99.00
2012 03 06 19 50 165  4.1  5.3  0.69  6.25  4.43 999 1038.9   2.5   8.3 999.0 99.0 99.00
2012 03 06 20 50 172  5.2  6.2  0.67  5.88  4.64 999 1038.7   3.1   8.1 999.0 99.0 99.00
2012 03 06 21 50 177  6.3  8.0  0.69  4.76  4.12 999 1038.6   3.7   7.9 999.0 99.0 99.00
2012 03 06 22 50 194  6.5  8.0  0.64  6.67  3.54 999 1038.6   4.3   7.8 999.0 99.0 99.00
2012 03 06 23 50 190  7.1  8.2  0.75  3.03  3.51 999 1038.7   4.5   7.7 999.0 99.0 99.00
2012 03 07 00 50 193  6.2  7.5  0.73  3.33  3.44 999 1039.0   5.0   7.7 999.0 99.0 99.00
2012 03 07 01 50 196  6.9  8.3  0.76  3.57  3.58 999 1039.1   5.3   7.7 999.0 99.0 99.00
2012 03 07 02 50 186  6.7  8.5  0.71  3.57  3.46 999 1039.3   5.6   7.7 999.0 99.0 99.00
2012 03 07 03 50 188  7.5  9.1  0.74  3.70  3.54 999 1039.4   6.0   7.6 999.0 99.0 99.00
2012 03 07 04 50 196  8.4  9.6  0.89  3.85  3.59 999 1039.3   6.4   7.6 999.0 99.0 99.00
2012 03 07 05 50 205  9.6 11.5  0.98  4.17  3.64 999 1039.1   6.8   7.6 999.0 99.0 99.00
2012 03 07 06 50 201  8.9 10.4  1.13  4.35  3.84 999 1038.8   7.1   7.6 999.0 99.0 99.00
2012 03 07 07 50 201  8.9 10.6  1.25  4.55  4.03 999 1038.1   7.1   7.6 999.0 99.0 99.00
2012 03 07 08 50 201  8.0  9.8  1.21  4.76  3.86 999 1037.8   7.3   7.8 999.0 99.0 99.00
2012 03 07 09 50 204  7.4  8.6  1.16  4.55  4.02 999 1037.6   7.7   7.9 999.0 99.0 99.00
2012 03 07 10 50 208  7.7  8.8  1.12  4.76  3.88 999 1037.9   7.7   7.8 999.0 99.0 99.00
2012 03 07 11 50 203  7.5  8.6  1.05  4.76  3.73 999 1038.1   7.7   7.6 999.0 99.0 99.00
2012 03 07 12 50 206  8.4  9.8  1.06  4.76  3.75 999 1038.3   7.7   7.6 999.0 99.0 99.00
2012 03 07 13 50 201  7.7  9.4  0.98  4.76  3.69 999 1038.2   7.9   7.6 999.0 99.0 99.00
2012 03 07 14 50 204  7.4  9.1  0.94  4.76  3.77 999 1038.2   8.0   7.6 999.0 99.0 99.00
2012 03 07 15 50 195  7.9  9.2  0.88  4.35  3.66 999 1037.7   8.1   7.5 999.0 99.0 99.00
2012 03 07 16 50 197  8.6  9.9  0.91  4.00  3.64 999 1037.1   8.3   7.6 999.0 99.0 99.00
2012 03 07 17 50 194  8.9 10.2  1.07  4.35  3.84 999 1035.9   8.6   7.7 999.0 99.0 99.00
2012 03 07 18 50 194  9.0 10.3  1.09  4.55  3.76 999 1034.9   9.0   7.7 999.0 99.0 99.00
2012 03 07 19 50 196  8.5  9.6  1.07  4.76  3.77 999 1034.4   9.3   7.7 999.0 99.0 99.00
2012 03 07 20 50 193  9.0 10.4  1.11  4.35  3.74 999 1033.7   9.5   7.7 999.0 99.0 99.00
2012 03 07 21 50 188  8.9 10.3  1.09  4.35  3.74 999 1033.3   9.6   7.7 999.0 99.0 99.00
2012 03 07 22 50 183  8.8 10.1  1.04  4.55  3.60 999 1032.8   9.8   7.8 999.0 99.0 99.00
2012 03 07 23 50 181  9.9 11.9  1.16  4.17  3.64 999 1032.5  10.0   7.8 999.0 99.0 99.00
2012 03 08 00 50 186 10.7 12.5  1.36  4.35  3.82 999 1032.5  10.4   7.8 999.0 99.0 99.00
2012 03 08 01 50 188 11.0 12.6  1.69  5.26  4.21 999 1032.5  10.6   7.7 999.0 99.0 99.00
2012 03 08 02 50 190 10.5 12.2  1.67  5.00  4.19 999 1032.8  10.6   7.7 999.0 99.0 99.00
2012 03 08 03 50 189 10.0 11.6  1.41  5.26  4.03 999 1032.2  10.4   7.7 999.0 99.0 99.00
2012 03 08 04 50 191 10.9 12.6  1.47  5.00  4.13 999 1031.5  10.6   7.7 999.0 99.0 99.00
2012 03 08 05 50 191 10.1 11.8  1.34  5.26  4.00 999 1031.2  10.4   7.7 999.0 99.0 99.00
2012 03 08 06 50 195  9.2 10.7  1.24  5.26  4.00 999 1031.1  10.3   7.7 999.0 99.0 99.00
2012 03 08 07 50 201  8.1  9.1  1.30  4.76  4.06 999 1030.6  10.1   7.7 999.0 99.0 99.00
2012 03 08 08 50 194  7.6  8.7  1.23  5.00  3.92 999 1030.1   9.9   7.7 999.0 99.0 99.00
2012 03 08 09 50 207  6.4  7.2  1.07  4.76  3.88 999 1030.3   9.7   7.6 999.0 99.0 99.00
2012 03 08 10 50 205  6.4  7.9  1.03  4.55  3.83 999 1030.6   9.2   7.6 999.0 99.0 99.00
2012 03 08 11 50 207  7.1  8.1  0.84  4.55  3.61 999 1030.3   9.2   7.6 999.0 99.0 99.00
2012 03 08 12 50 202  6.8  7.8  0.81  4.55  3.54 999 1030.1   9.2   7.7 999.0 99.0 99.00
2012 03 08 13 50 201  8.7 10.2  0.84  4.55  3.49 999 1029.4  10.0   7.7 999.0 99.0 99.00
2012 03 08 14 50 196  9.0 10.2  0.92  4.55  3.60 999 1028.7  10.2   7.8 999.0 99.0 99.00
2012 03 08 15 50 196  8.7 10.1  0.93  4.35  3.61 999 1027.9  10.2   7.9 999.0 99.0 99.00
2012 03 08 16 50 195  8.2  9.5  1.01  4.17  3.68 999 1026.8  10.1   7.9 999.0 99.0 99.00
2012 03 08 17 50 193  9.4 10.9  1.07  4.17  3.76 999 1025.7  10.9   8.0 999.0 99.0 99.00
2012 03 08 18 50 204  8.2  9.0  1.12  4.76  3.87 999 1024.7  10.3   8.0 999.0 99.0 99.00
2012 03 08 19 50 195 10.1 11.9  1.11  4.35  3.77 999 1023.9  11.2   8.1 999.0 99.0 99.00
2012 03 08 20 50 188 11.7 14.1  1.25  4.76  3.75 999 1022.8  11.9   8.2 999.0 99.0 99.00
2012 03 08 21 50 186 11.5 13.5  1.55  5.00  3.98 999 1022.3  11.7   8.2 999.0 99.0 99.00
2012 03 08 22 50 189 12.4 14.1  1.80  5.56  4.21 999 1021.2  11.6   8.2 999.0 99.0 99.00
2012 03 08 23 50 191 11.5 13.1  1.64  5.26  4.05 999 1020.6  11.4   8.2 999.0 99.0 99.00
2012 03 09 00 50 189 11.8 13.8  1.78  5.26  4.22 999 1020.0  11.5   8.1 999.0 99.0 99.00
2012 03 09 01 50 195 12.8 14.9  1.82  5.56  4.15 999 1019.3  12.0   8.1 999.0 99.0 99.00
2012 03 09 02 50 194 12.9 15.0  1.98  5.56  4.50 999 1018.4  12.2   8.2 999.0 99.0 99.00
2012 03 09 03 50 198 13.0 15.4  2.16  5.88  4.66 999 1018.0  12.1   8.3 999.0 99.0 99.00
2012 03 09 04 50 200 12.8 14.8  2.15  5.88  4.75 999 1017.7  11.9   8.4 999.0 99.0 99.00
2012 03 09 05 50 203 12.4 14.6  1.99  6.67  4.72 999 1017.4  12.0   8.3 999.0 99.0 99.00
2012 03 09 06 50 204 11.4 13.1  2.11  6.25  4.87 999 1017.0  11.4   8.4 999.0 99.0 99.00
2012 03 09 07 50 204 11.5 13.5  1.98  6.25  4.65 999 1016.2  11.2   8.4 999.0 99.0 99.00
2012 03 09 08 50 214  9.9 11.3  1.74  6.25  4.48 999 1016.7  10.8   8.4 999.0 99.0 99.00
2012 03 09 09 50 221  7.9  9.3  1.69  6.25  4.55 999 1017.2  10.5   8.3 999.0 99.0 99.00
2012 03 09 10 50 340  7.1  8.8  1.38  6.25  4.74 999 1019.1   9.1   8.3 999.0 99.0 99.00
2012 03 09 11 50 335  9.3 11.7  1.38  6.25  4.66 999 1019.9   8.2   8.3 999.0 99.0 99.00
2012 03 09 12 50 335  7.4  8.9  1.36  4.76  4.77 999 1020.8   8.0   8.3 999.0 99.0 99.00
2012 03 09 13 50 339 11.2 13.5  1.27  7.14  4.34 999 1021.4   8.0   8.3 999.0 99.0 99.00
2012 03 09 14 50 338 11.6 13.6  1.28  4.55  4.23 999 1022.3   7.8   8.2 999.0 99.0 99.00
2012 03 09 15 50 335  9.7 11.6  1.55  4.76  4.45 999 1022.8   7.3   8.2 999.0 99.0 99.00
2012 03 09 16 50 336  9.0 10.8  1.42  5.00  4.25 999 1022.7   7.4   8.2 999.0 99.0 99.00
2012 03 09 17 50 326  7.5  8.7  1.37  5.00  4.32 999 1022.8   7.3   8.3 999.0 99.0 99.00
2012 03 09 18 50 330  7.5  8.9  1.12  7.69  4.20 999 1022.4   7.3   8.3 999.0 99.0 99.00
2012 03 09 19 50 340  4.0  5.2  0.95  7.69  4.33 999 1022.5   7.4   8.3 999.0 99.0 99.00
2012 03 09 20 50   1  3.6  4.2  0.93  8.33  4.94 999 1022.3   7.5   8.3 999.0 99.0 99.00
2012 03 09 21 50 356  2.6  3.8  0.91  7.14  5.40 999 1022.8   8.1   8.4 999.0 99.0 99.00
2012 03 09 22 50 180  0.0  0.2  0.92  7.69  5.73 999 1023.1   8.1   8.4 999.0 99.0 99.00
2012 03 09 23 50 168  1.3  1.6  0.93  6.67  5.80 999 1023.7   7.8   8.3 999.0 99.0 99.00
2012 03 10 00 50 205  2.3  2.6  0.89  7.14  5.77 999 1024.8   7.9   8.3 999.0 99.0 99.00
2012 03 10 01 50 223  3.9  4.5  0.85 10.00  6.20 999 1025.5   8.0   8.3 999.0 99.0 99.00
2012 03 10 02 50 272  3.9  4.8  0.87  6.67  6.38 999 1026.4   8.0   8.3 999.0 99.0 99.00
2012 03 10 03 50 335  8.5  9.9  0.81  8.33  4.18 999 1027.0   7.6   8.3 999.0 99.0 99.00
2012 03 10 04 50 333  8.9 10.8  1.02  3.70  3.84 999 1027.7   6.7   8.3 999.0 99.0 99.00
2012 03 10 05 50 340  9.1 11.6  1.23  4.55  3.99 999 1027.8   6.2   8.3 999.0 99.0 99.00
2012 03 10 06 50 327 10.9 12.8  1.61  5.26  4.26 999 1028.1   5.8   8.3 999.0 99.0 99.00
2012 03 10 07 50 331 10.8 13.1  1.56  5.00  4.16 999 1028.0   5.4   8.2 999.0 99.0 99.00
2012 03 10 08 50 326  9.4 11.4  1.51  4.76  4.21 999 1028.5   4.9   8.2 999.0 99.0 99.00
2012 03 10 09 50 331 10.1 13.2  1.35  4.55  4.11 999 1029.6   4.5   8.1 999.0 99.0 99.00
2012 03 10 10 50 343  9.7 12.2  1.40  4.76  4.23 999 1030.8   3.9   8.1 999.0 99.0 99.00
2012 03 10 11 50 331 11.0 13.3  1.45  5.26  4.17 999 1031.5   3.4   8.2 999.0 99.0 99.00
2012 03 10 12 50 348  9.7 12.6  1.50  5.00  4.41 999 1032.6   2.8   8.2 999.0 99.0 99.00
2012 03 10 13 50 339  8.9 10.8  1.47  5.00  4.29 999 1033.8   2.6   8.2 999.0 99.0 99.00
2012 03 10 14 50 347  8.3 10.9  1.36  4.76  4.30 999 1034.5   2.2   8.3 999.0 99.0 99.00
2012 03 10 15 50 334  8.9 11.0  1.43  4.76  4.18 999 1034.8   2.0   8.3 999.0 99.0 99.00
2012 03 10 16 50 339  8.1 10.6  1.49  5.56  4.25 999 1035.1   2.3   8.3 999.0 99.0 99.00
2012 03 10 17 50 340  8.4 10.9  1.39  5.26  4.13 999 1034.7   2.4   8.3 999.0 99.0 99.00
2012 03 10 18 50 342  6.8  8.8  1.24  5.00  4.15 999 1034.4   2.8   8.4 999.0 99.0 99.00
2012 03 10 19 50 333  5.7  7.5  1.21  4.35  4.10 999 1034.9   3.2   8.4 999.0 99.0 99.00
2012 03 10 20 50 322  4.3  6.4  0.98  4.55  4.02 999 1035.3   3.7   8.4 999.0 99.0 99.00
2012 03 10 21 50 322  2.7  3.8  0.93  4.00  4.28 999 1035.7   3.9   8.3 999.0 99.0 99.00
2012 03 10 22 50 316  2.1  3.1  0.83  4.35  4.17 999 1036.1   3.9   8.2 999.0 99.0 99.00
2012 03 10 23 50 348  3.6  4.6  0.73  3.70  4.35 999 1035.8   4.2   8.1 999.0 99.0 99.00
2012 03 11 00 50  32  3.5  4.7  0.67 10.00  4.43 999 1036.3   4.6   8.1 999.0 99.0 99.00
2012 03 11 01 50  18  2.7  3.5  0.64  9.09  4.72 999 1036.5   5.1   8.2 999.0 99.0 99.00
2012 03 11 03 50  92  0.9  1.8  0.51 10.00  4.46 999 1036.5   5.2   8.1 999.0 99.0 99.00
2012 03 11 04 50 126  1.8  2.6  0.56  4.55  4.64 999 1036.2   5.4   8.0 999.0 99.0 99.00
2012 03 11 05 50 140  1.0  2.2  0.52 10.81  4.78 999 1036.5   5.4   8.0 999.0 99.0 99.00
2012 03 11 06 50 149  2.4  3.6  0.51 10.81  5.23 999 1036.6   5.3   8.0 999.0 99.0 99.00
2012 03 11 07 50 142  1.9  2.7  0.49 10.00  5.04 999 1036.3   5.3   8.0 999.0 99.0 99.00
2012 03 11 08 50 162  3.4  4.5  0.50  8.33  5.40 999 1036.3   5.4   8.0 999.0 99.0 99.00
2012 03 11 09 50 188  3.2  4.3  0.49 10.00  5.72 999 1036.5   5.5   8.0 999.0 99.0 99.00
2012 03 11 10 50 201  3.9  4.9  0.51  9.09  5.61 999 1036.7   5.8   8.1 999.0 99.0 99.00
2012 03 11 11 50 200  3.9  5.1  0.47 10.81  5.23 999 1037.0   6.1   8.1 999.0 99.0 99.00
2012 03 11 12 50 200  4.1  4.9  0.48  9.09  4.66 999 1037.3   6.4   8.2 999.0 99.0 99.00
2012 03 11 13 50 190  4.0  5.1  0.49  9.09  4.72 999 1037.5   6.6   8.3 999.0 99.0 99.00
2012 03 11 14 50 201  4.8  5.7  0.46  9.09  4.36 999 1037.3   6.7   8.4 999.0 99.0 99.00
2012 03 11 15 50 210  6.1  7.2  0.54 10.00  4.15 999 1036.9   6.9   8.6 999.0 99.0 99.00
2012 03 11 16 50 212  7.0  8.4  0.52  9.09  3.41 999 1036.4   7.0   8.6 999.0 99.0 99.00
2012 03 11 17 50 190  7.4  8.4  0.66  3.13  3.55 999 1035.5   7.3   8.6 999.0 99.0 99.00
2012 03 11 18 50 192  8.0  9.2  0.73  3.45  3.55 999 1034.3   7.5   8.6 999.0 99.0 99.00
2012 03 11 19 50 197  8.3  9.6  0.85  3.85  3.81 999 1033.5   7.8   8.7 999.0 99.0 99.00
2012 03 11 20 50 196  8.5 10.5  0.97  4.35  3.79 999 1032.9   8.1   8.7 999.0 99.0 99.00
2012 03 11 21 50 193  8.7 10.0  1.04  4.35  3.84 999 1032.6   8.2   8.6 999.0 99.0 99.00
2012 03 11 22 50 202  8.1  9.6  0.99  4.35  3.74 999 1032.5   8.4   8.6 999.0 99.0 99.00
2012 03 11 23 50 188  7.5  8.8  1.00  4.17  3.77 999 1032.1   8.5   8.5 999.0 99.0 99.00
2012 03 12 00 50 187  7.3  8.5  0.83  4.35  3.73 999 1032.1   8.4   8.5 999.0 99.0 99.00
2012 03 12 01 50 192  7.0  8.1  0.83  4.00  3.52 999 1031.9   8.5   8.5 999.0 99.0 99.00
2012 03 12 02 50 196  6.5  7.5  0.75  4.17  3.58 999 1031.9   8.5   8.5 999.0 99.0 99.00
2012 03 12 03 50 202  5.5  7.1  0.80  3.85  3.69 999 1031.9   8.7   8.4 999.0 99.0 99.00
2012 03 12 04 50 202  6.1  7.2  0.73  3.70  3.54 999 1031.8   8.7   8.3 999.0 99.0 99.00
2012 03 12 05 50 208  5.7  6.9  0.62  3.85  3.47 999 1031.7   8.6   8.3 999.0 99.0 99.00
2012 03 12 06 50 201  5.5  6.3  0.67 10.00  3.76 999 1030.9   8.5   8.1 999.0 99.0 99.00
2012 03 12 07 50 211  5.8  6.6  0.62 10.00  3.91 999 1030.1   8.8   8.1 999.0 99.0 99.00
2012 03 12 08 50 207  5.7  6.7  0.64 10.00  4.21 999 1029.7   8.8   8.1 999.0 99.0 99.00
2012 03 12 09 50 216  6.2  7.1  0.58 10.00  3.78 999 1029.7   8.7   8.0 999.0 99.0 99.00
2012 03 12 10 50 220  6.1  7.2  0.63  9.09  3.86 999 1030.3   8.8   8.0 999.0 99.0 99.00
2012 03 12 11 50 219  4.9  5.6  0.64 10.00  3.91 999 1030.8   8.7   8.0 999.0 99.0 99.00
2012 03 12 12 50 206  4.7  5.4  0.65  9.09  4.17 999 1030.8   8.9   8.1 999.0 99.0 99.00
2012 03 12 13 50 195  4.8  5.3  0.63  9.09  4.15 999 1030.4   8.9   8.2 999.0 99.0 99.00
2012 03 12 14 50 187  5.1  5.9  0.56 10.00  4.06 999 1030.2   9.0   8.3 999.0 99.0 99.00
