#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 06 23 09 50 199  2.4  2.8  0.62  6.67  3.92 999 1012.7  21.9  22.2 999.0 99.0 99.00
2012 06 23 10 50 204  2.5  3.0  0.56  7.69  4.13 999 1013.2  21.9  22.4 999.0 99.0 99.00
2012 06 23 11 50 288  1.1  1.6  0.58  5.00  4.23 999 1013.6  22.2  22.4 999.0 99.0 99.00
2012 06 23 12 50 335  2.5  3.2  0.57  4.76  4.28 999 1014.1  22.4  22.6 999.0 99.0 99.00
2012 06 23 13 50 318  2.0  2.5  0.63  5.56  4.66 999 1014.3  22.2  22.6 999.0 99.0 99.00
2012 06 23 14 50 284  2.7  3.2  0.75  6.25  5.07 999 1014.5  22.6  22.8 999.0 99.0 99.00
2012 06 23 15 50 276  2.7  3.2  0.78  6.25  5.26 999 1014.5  22.8  23.2 999.0 99.0 99.00
2012 06 23 16 50 314  3.3  3.9  0.69  6.25  5.20 999 1014.7  23.1  23.3 999.0 99.0 99.00
2012 06 23 17 50 328  3.6  4.1  0.60  6.67  5.15 999 1014.9  23.5  23.6 999.0 99.0 99.00
2012 06 23 18 50 334  3.3  3.9  0.59  6.25  5.47 999 1015.1  23.8  23.5 999.0 99.0 99.00
2012 06 23 19 50   3  2.3  2.7  0.52  6.67  5.40 999 1015.2  23.9  23.7 999.0 99.0 99.00
2012 06 23 20 50  42  2.1  2.4  0.54  7.69  5.49 999 1015.1  24.1  24.3 999.0 99.0 99.00
2012 06 23 21 50 123  1.4  1.7  0.60  6.67  5.52 999 1015.4  24.3  24.4 999.0 99.0 99.00
2012 06 23 22 50 145  2.1  2.5  0.58  6.67  5.13 999 1015.4  24.2  24.3 999.0 99.0 99.00
2012 06 23 23 50 197  4.6  5.3  0.58  6.67  4.97 999 1015.9  23.7  23.7 999.0 99.0 99.00
2012 06 24 00 50 217  4.2  4.8  0.59  6.67  4.71 999 1016.2  23.4  23.0 999.0 99.0 99.00
2012 06 24 01 50 230  4.0  4.7  0.62  5.88  4.54 999 1016.8  23.4  22.9 999.0 99.0 99.00
2012 06 24 02 50 228  4.1  4.8  0.62  6.25  4.53 999 1017.1  23.2  22.7 999.0 99.0 99.00
2012 06 24 03 50 219  4.8  5.4  0.61  5.88  4.62 999 1017.4  23.4  22.6 999.0 99.0 99.00
2012 06 24 04 50 230  4.7  5.5  0.58  6.25  4.29 999 1017.3  23.2  22.5 999.0 99.0 99.00
2012 06 24 05 50 234  4.7  5.4  0.55  7.69  4.02 999 1017.4  23.1  22.5 999.0 99.0 99.00
2012 06 24 06 50 253  3.4  3.9  0.54  6.25  4.53 999 1017.4  22.8  22.2 999.0 99.0 99.00
2012 06 24 07 50 255  3.6  4.0  0.47  9.09  4.80 999 1017.1  23.2  22.1 999.0 99.0 99.00
2012 06 24 08 50 276  2.9  3.2  0.47  8.33  5.29 999 1016.9  23.1  22.1 999.0 99.0 99.00
2012 06 24 09 50 308  2.3  2.7  0.45  7.69  5.03 999 1017.4  22.9  22.3 999.0 99.0 99.00
2012 06 24 10 50 339  1.7  2.0  0.46  7.69  4.87 999 1017.5  23.0  22.7 999.0 99.0 99.00
2012 06 24 11 50 347  1.7  2.2  0.50  7.69  4.95 999 1017.7  22.9  22.9 999.0 99.0 99.00
2012 06 24 12 50 326  1.1  1.4  0.45  8.33  4.92 999 1018.0  23.0  23.2 999.0 99.0 99.00
2012 06 24 13 50  23  1.6  2.1  0.46  7.69  5.04 999 1017.9  23.2  23.6 999.0 99.0 99.00
2012 06 24 14 50  89  2.4  2.9  0.44  8.33  5.28 999 1017.9  23.4  23.9 999.0 99.0 99.00
2012 06 24 15 50 101  2.5  2.9  0.42  7.69  5.13 999 1017.8  23.4  23.8 999.0 99.0 99.00
2012 06 24 16 50 126  3.4  3.9  0.40  9.09  5.13 999 1017.8  23.4  23.5 999.0 99.0 99.00
2012 06 24 17 50 134  3.7  4.5  0.44  9.09  5.18 999 1017.2  23.4  23.4 999.0 99.0 99.00
2012 06 24 18 50 134  3.6  4.1  0.37  8.33  4.45 999 1016.9  23.5  23.5 999.0 99.0 99.00
2012 06 24 19 50 142  3.9  4.5  0.38  9.09  4.58 999 1016.3  23.6  23.7 999.0 99.0 99.00
2012 06 24 20 50 157  3.4  3.9  0.39  8.33  4.39 999 1016.0  23.7  23.7 999.0 99.0 99.00
2012 06 24 21 50 157  3.7  4.4  0.41  8.33  4.79 999 1015.7  23.8  23.7 999.0 99.0 99.00
2012 06 24 22 50 152  3.3  3.8  0.42  7.69  4.22 999 1015.5  23.8  23.5 999.0 99.0 99.00
2012 06 24 23 50 151  3.2  3.6  0.47  9.09  4.00 999 1015.4  23.7  23.4 999.0 99.0 99.00
2012 06 25 00 50 162  3.8  4.4  0.45  9.09  4.04 999 1015.2  23.9  23.2 999.0 99.0 99.00
2012 06 25 01 50 185  5.7  6.5  0.48  7.69  3.86 999 1015.1  24.0  23.1 999.0 99.0 99.00
2012 06 25 02 50 193  6.8  7.9  0.59  9.09  3.45 999 1014.7  24.1  23.0 999.0 99.0 99.00
2012 06 25 03 50 196  6.9  7.9  0.72  8.33  3.54 999 1014.4  24.0  23.0 999.0 99.0 99.00
2012 06 25 04 50 195  7.1  8.2  0.68  8.33  3.44 999 1013.8  23.9  23.2 999.0 99.0 99.00
2012 06 25 05 50 199  7.5  8.8  0.71  3.70  3.39 999 1012.7  23.9  23.3 999.0 99.0 99.00
2012 06 25 06 50 201  7.7  9.5  0.74  3.70  3.51 999 1012.0  23.9  23.5 999.0 99.0 99.00
2012 06 25 07 50 201  7.6  8.7  0.72  3.85  3.55 999 1011.2  23.8  23.6 999.0 99.0 99.00
2012 06 25 08 50 198  7.2  8.4  0.71  3.85  3.54 999 1011.2  23.7  23.5 999.0 99.0 99.00
2012 06 25 09 50 203  7.9  9.5  0.76  4.00  3.69 999 1011.4  23.6  23.4 999.0 99.0 99.00
2012 06 25 10 50 204  7.5  8.7  0.81  4.00  3.69 999 1011.0  23.5  23.4 999.0 99.0 99.00
2012 06 25 11 50 192  7.8  9.2  0.82  4.00  3.79 999 1010.3  23.5  23.4 999.0 99.0 99.00
2012 06 25 12 50 198  7.9  9.2  0.87  4.17  3.67 999 1009.9  23.5  23.4 999.0 99.0 99.00
2012 06 25 13 50 194  9.0 10.7  0.86  3.70  3.49 999 1009.1  23.4  23.3 999.0 99.0 99.00
2012 06 25 14 50 196  9.3 10.8  1.00  4.17  3.56 999 1008.0  23.5  23.2 999.0 99.0 99.00
2012 06 25 15 50 237 12.4 16.6  1.25  4.35  3.61 999 1008.0  21.7  23.2 999.0 99.0 99.00
2012 06 25 16 50 190  9.2 11.0  1.29  4.35  3.81 999 1006.9  22.2  23.0 999.0 99.0 99.00
2012 06 25 17 50 169  6.6  8.0  0.95  4.17  3.66 999 1007.3  23.4  22.8 999.0 99.0 99.00
2012 06 25 18 50  20  6.8 13.8  0.84  4.35  3.64 999 1007.3  20.8  22.8 999.0 99.0 99.00
2012 06 25 19 50 104  2.5  3.6  0.92  4.35  4.11 999 1006.9  20.5  22.7 999.0 99.0 99.00
2012 06 25 20 50 223  5.4  6.7  0.82  4.55  4.00 999 1006.6  21.9  22.6 999.0 99.0 99.00
2012 06 25 21 50 184  2.0  2.5  0.77  4.55  4.27 999 1005.9  22.6  22.9 999.0 99.0 99.00
2012 06 25 22 50 216  5.2  6.9  0.71  4.35  4.39 999 1006.8  22.7  22.9 999.0 99.0 99.00
2012 06 25 23 50 243  3.4  3.9  0.70 10.00  4.59 999 1006.7  22.6  23.0 999.0 99.0 99.00
2012 06 26 00 50 260  3.5  4.5  0.72 10.00  4.72 999 1006.7  22.5  22.9 999.0 99.0 99.00
2012 06 26 01 50 322  6.7  8.5  0.63 10.00  4.40 999 1006.9  23.8  22.8 999.0 99.0 99.00
2012 06 26 02 50  20 11.1 13.0  0.70 10.00  3.71 999 1007.0  22.4  22.7 999.0 99.0 99.00
2012 06 26 03 50  16  7.9  9.5  0.81  3.85  3.54 999 1007.6  21.8  22.5 999.0 99.0 99.00
2012 06 26 04 50 357  9.3 10.9  1.01  3.85  3.70 999 1007.9  22.0  22.3 999.0 99.0 99.00
2012 06 26 05 50 347 10.7 12.4  1.22  4.35  3.98 999 1007.9  21.5  22.1 999.0 99.0 99.00
2012 06 26 06 50 341 11.6 13.9  1.37  4.55  3.92 999 1007.8  20.6  21.9 999.0 99.0 99.00
2012 06 26 07 50 346 10.5 12.7  1.54  4.76  4.06 999 1008.0  19.9  21.7 999.0 99.0 99.00
2012 06 26 08 50 346 10.8 12.9  1.61  4.76  4.25 999 1008.3  19.3  21.6 999.0 99.0 99.00
2012 06 26 09 50 335  9.5 11.4  1.58  5.26  4.19 999 1009.3  19.3  21.4 999.0 99.0 99.00
2012 06 26 10 50 339 10.5 13.0  1.66  5.26  4.30 999 1009.8  19.3  21.3 999.0 99.0 99.00
2012 06 26 11 50 334  8.6 11.0  1.43  5.26  4.14 999 1010.8  19.3  21.2 999.0 99.0 99.00
2012 06 26 12 50 319  9.3 12.0  1.44  4.76  4.27 999 1010.8  18.8  21.2 999.0 99.0 99.00
2012 06 26 13 50 323  9.8 12.4  1.40  5.00  4.28 999 1010.6  19.2  21.3 999.0 99.0 99.00
2012 06 26 14 50 320  9.5 11.3  1.40  5.00  4.48 999 1010.5  19.4  21.2 999.0 99.0 99.00
2012 06 26 15 50 313  8.6 10.4  1.36  5.56  4.54 999 1010.4  20.1  21.4 999.0 99.0 99.00
2012 06 26 16 50 317  7.4  9.1  1.29  5.26  4.48 999 1010.2  20.8  21.7 999.0 99.0 99.00
2012 06 26 17 50 326  9.2 10.9  1.24  5.26  4.43 999 1009.6  21.0  21.9 999.0 99.0 99.00
2012 06 26 18 50 332  9.4 12.3  1.28  5.00  4.28 999 1009.4  21.3  22.0 999.0 99.0 99.00
2012 06 26 19 50 335  8.7 10.4  1.15  5.00  4.02 999 1009.6  21.6  22.0 999.0 99.0 99.00
2012 06 26 20 50 343  7.2  8.5  1.04  4.76  4.06 999 1009.9  21.7  22.0 999.0 99.0 99.00
2012 06 26 21 50 337  5.4  6.3  0.96  4.76  3.94 999 1009.9  22.0  21.8 999.0 99.0 99.00
2012 06 26 22 50 326  2.7  3.2  0.81  4.17  3.95 999 1010.6  22.3  21.6 999.0 99.0 99.00
2012 06 26 23 50 311  3.2  3.8  0.77  4.76  4.10 999 1010.8  22.3  21.6 999.0 99.0 99.00
2012 06 27 00 50 289  2.8  3.4  0.70  4.35  4.09 999 1010.8  22.1  21.6 999.0 99.0 99.00
2012 06 27 01 50 283  3.5  4.0  0.65  4.55  4.34 999 1011.0  22.3  21.6 999.0 99.0 99.00
2012 06 27 02 50 270  3.9  4.5  0.60  4.17  4.12 999 1011.2  22.3  21.7 999.0 99.0 99.00
2012 06 27 03 50 239  3.6  4.3  0.59  9.09  4.37 999 1011.4  22.2  21.8 999.0 99.0 99.00
2012 06 27 04 50 253  3.6  4.0  0.48  8.33  4.36 999 1011.1  22.0  21.9 999.0 99.0 99.00
2012 06 27 05 50 283  4.1  4.9  0.54  8.33  3.87 999 1010.8  21.8  21.9 999.0 99.0 99.00
2012 06 27 06 50 301  3.6  4.3  0.53  7.69  3.64 999 1010.5  21.7  21.8 999.0 99.0 99.00
2012 06 27 07 50 294  3.5  4.0  0.52  3.45  3.36 999 1010.8  21.3  21.8 999.0 99.0 99.00
2012 06 27 08 50 271  3.4  4.3  0.52  3.70  3.71 999 1011.0  21.0  21.7 999.0 99.0 99.00
2012 06 27 09 50 280  4.6  5.2  0.47  9.09  3.74 999 1011.5  20.6  21.4 999.0 99.0 99.00
2012 06 27 10 50 282  4.9  5.8  0.48  8.33  4.02 999 1011.9  21.0  21.2 999.0 99.0 99.00
2012 06 27 11 50 287  5.5  6.6  0.43  7.69  3.40 999 1012.3  21.3  21.2 999.0 99.0 99.00
2012 06 27 12 50 288  6.8  7.8  0.49 10.81  3.28 999 1012.4  21.4  21.2 999.0 99.0 99.00
2012 06 27 13 50 309  6.3  7.4  0.50  3.13  3.08 999 1012.7  20.8  21.3 999.0 99.0 99.00
2012 06 27 14 50 308  5.0  5.9  0.54 10.81  3.39 999 1013.1  21.1  21.3 999.0 99.0 99.00
2012 06 27 15 50 291  3.7  4.6  0.46  2.94  3.73 999 1013.4  21.6  21.5 999.0 99.0 99.00
2012 06 27 16 50 212  4.5  5.2  0.47 10.81  3.92 999 1012.9  22.1  21.8 999.0 99.0 99.00
2012 06 27 17 50 208  5.4  6.2  0.42 10.81  4.31 999 1012.1  22.4  22.3 999.0 99.0 99.00
2012 06 27 18 50 197  6.6  7.8  0.41 10.00  3.39 999 1011.4  22.6  22.3 999.0 99.0 99.00
2012 06 27 19 50 200  5.8  7.0  0.45  2.86  2.98 999 1011.2  22.9  22.4 999.0 99.0 99.00
2012 06 27 20 50 201  4.6  6.9  0.52 10.81  3.33 999 1011.5  23.3  22.3 999.0 99.0 99.00
2012 06 27 21 50 187  1.7  2.1  0.54 10.81  3.63 999 1011.4  23.9  22.4 999.0 99.0 99.00
2012 06 27 22 50 328  2.1  3.5  0.51 10.81  3.96 999 1011.5  26.0  22.5 999.0 99.0 99.00
2012 06 27 23 50 310  2.5  3.5  0.49  9.09  4.00 999 1011.9  24.4  22.6 999.0 99.0 99.00
2012 06 28 00 50 277  2.9  4.4  0.42  7.69  3.34 999 1012.3  24.2  22.4 999.0 99.0 99.00
2012 06 28 01 50 205  2.3  2.8  0.46 10.00  4.09 999 1013.3  23.9  22.4 999.0 99.0 99.00
2012 06 28 02 50 247  3.2  3.9  0.47  9.09  4.20 999 1013.6  24.6  22.4 999.0 99.0 99.00
2012 06 28 03 50 279  2.9  3.5  0.43  7.69  4.59 999 1013.6  23.9  22.3 999.0 99.0 99.00
2012 06 28 04 50 252  3.8  4.4  0.48 10.00  4.77 999 1013.7  23.7  22.3 999.0 99.0 99.00
2012 06 28 05 50 247  3.3  3.8  0.45 10.00  5.21 999 1013.4  23.5  22.1 999.0 99.0 99.00
2012 06 28 06 50 260  3.7  4.2  0.46 10.00  5.78 999 1013.2  23.2  22.1 999.0 99.0 99.00
2012 06 28 07 50 289  3.6  4.2  0.44 10.81  5.55 999 1013.1  23.0  22.1 999.0 99.0 99.00
2012 06 28 08 50 305  3.1  3.6  0.43 10.00  5.55 999 1013.3  22.9  22.0 999.0 99.0 99.00
2012 06 28 09 50 263  4.1  4.9  0.52  8.33  5.49 999 1013.9  22.5  22.0 999.0 99.0 99.00
2012 06 28 10 50 270  2.8  3.3  0.56  9.09  5.48 999 1014.0  23.1  22.0 999.0 99.0 99.00
2012 06 28 11 50 252  1.6  1.8  0.58  9.09  5.53 999 1013.9  23.4  22.2 999.0 99.0 99.00
2012 06 28 12 50 236  2.2  2.6  0.68  8.33  6.20 999 1014.2  22.8  22.3 999.0 99.0 99.00
2012 06 28 13 50 233  3.2  3.8  0.68  7.69  6.13 999 1014.0  22.9  22.5 999.0 99.0 99.00
2012 06 28 14 50 220  3.4  3.9  0.74  7.69  6.21 999 1013.8  22.9  22.7 999.0 99.0 99.00
2012 06 28 15 50 208  3.9  4.5  0.77  8.33  6.07 999 1013.3  23.2  22.9 999.0 99.0 99.00
2012 06 28 16 50 201  3.5  4.0  0.76  8.33  6.18 999 1013.1  23.5  23.2 999.0 99.0 99.00
2012 06 28 17 50 183  4.1  4.6  0.73  7.69  6.07 999 1012.2  23.9  23.4 999.0 99.0 99.00
2012 06 28 18 50 175  6.1  7.1  0.71  8.33  5.97 999 1011.6  24.1  23.6 999.0 99.0 99.00
2012 06 28 19 50 181  6.4  7.3  0.85  9.09  5.50 999 1011.2  24.4  23.4 999.0 99.0 99.00
2012 06 28 20 50 193  7.8  9.1  0.81  8.33  4.29 999 1010.8  25.1  23.4 999.0 99.0 99.00
2012 06 28 21 50 208  8.2  9.3  0.89  8.33  4.09 999 1010.4  25.4  23.2 999.0 99.0 99.00
2012 06 28 22 50 204  7.9  9.0  0.86  9.09  3.82 999 1010.3  25.2  23.1 999.0 99.0 99.00
2012 06 28 23 50 204  6.6  7.5  0.93  9.09  4.19 999 1010.6  24.6  23.0 999.0 99.0 99.00
2012 06 29 00 50 202  5.5  6.3  0.84  7.69  4.20 999 1010.8  24.1  23.0 999.0 99.0 99.00
2012 06 29 01 50 195  5.5  6.6  0.76  9.09  4.46 999 1010.9  23.9  22.9 999.0 99.0 99.00
2012 06 29 02 50 197  5.9  6.9  0.76  8.33  4.64 999 1010.6  24.1  22.8 999.0 99.0 99.00
2012 06 29 03 50 200  5.3  6.2  0.75  8.33  4.66 999 1010.4  23.9  22.7 999.0 99.0 99.00
2012 06 29 04 50 193  5.2  6.0  0.79  8.33  4.52 999 1009.8  24.0  22.7 999.0 99.0 99.00
2012 06 29 05 50 195  6.4  7.4  0.79  8.33  4.30 999 1009.2  24.1  22.7 999.0 99.0 99.00
2012 06 29 06 50 204  6.6  7.4  0.85  7.69  4.18 999 1008.8  24.2  22.6 999.0 99.0 99.00
2012 06 29 07 50 207  5.7  6.4  0.78  8.33  4.24 999 1008.2  24.0  22.6 999.0 99.0 99.00
2012 06 29 08 50 192  5.4  6.2  0.87  8.33  4.41 999 1007.5  23.7  22.6 999.0 99.0 99.00
2012 06 29 09 50 199  6.9  8.2  0.83  8.33  4.48 999 1007.5  23.7  22.6 999.0 99.0 99.00
2012 06 29 10 50 210  6.2  7.1  0.87  8.33  4.30 999 1008.3  23.8  22.6 999.0 99.0 99.00
2012 06 29 11 50 142  3.4  4.6  0.82  7.69  4.38 999 1009.7  23.6  22.6 999.0 99.0 99.00
2012 06 29 12 50 182  3.4  4.2  0.82  8.33  4.48 999 1009.7  23.7  22.7 999.0 99.0 99.00
2012 06 29 13 50 186  4.5  5.1  0.84  9.09  4.81 999 1009.0  23.8  22.7 999.0 99.0 99.00
2012 06 29 14 50 199  4.7  5.4  0.87  4.35  4.65 999 1009.1  24.0  22.9 999.0 99.0 99.00
2012 06 29 15 50 203  4.1  4.7  0.83  7.69  4.68 999 1009.0  24.0  23.1 999.0 99.0 99.00
2012 06 29 16 50 212  4.9  5.5  0.92  5.88  4.78 999 1009.0  24.1  23.4 999.0 99.0 99.00
2012 06 29 17 50 201  4.3  4.9  0.92  5.56  4.71 999 1008.8  24.3  23.6 999.0 99.0 99.00
2012 06 29 18 50 195  5.1  5.9  0.94  5.00  4.79 999 1008.0  24.5  23.8 999.0 99.0 99.00
2012 06 29 19 50 199  4.2  4.7  0.84  5.26  4.86 999 1007.8  24.6  23.8 999.0 99.0 99.00
2012 06 29 20 50 207  4.2  4.7  0.73  5.26  4.56 999 1007.6  24.9  24.0 999.0 99.0 99.00
2012 06 29 21 50 209  4.9  5.6  0.75  5.26  4.66 999 1007.3  25.1  24.0 999.0 99.0 99.00
2012 06 29 22 50 200  3.9  4.6  0.72  5.88  4.79 999 1007.2  25.2  23.9 999.0 99.0 99.00
2012 06 29 23 50 197  3.8  4.2  0.76  9.09  5.05 999 1007.1  25.3  24.0 999.0 99.0 99.00
2012 06 30 00 50 195  4.4  5.0  0.73  9.09  5.04 999 1007.1  25.3  23.9 999.0 99.0 99.00
2012 06 30 01 50 188  4.0  4.5  0.74  9.09  5.13 999 1007.3  25.2  23.9 999.0 99.0 99.00
2012 06 30 02 50 202  5.7  6.4  0.74 10.00  4.79 999 1007.4  25.2  23.9 999.0 99.0 99.00
2012 06 30 03 50 216  6.8  8.0  0.81  7.69  4.68 999 1008.2  25.7  23.8 999.0 99.0 99.00
2012 06 30 04 50 228  6.8 11.6  0.84  5.88  4.50 999 1007.9  28.3  23.8 999.0 99.0 99.00
2012 06 30 05 50 281 11.4 13.9  1.34  4.55  4.00 999 1009.7  24.1  23.4 999.0 99.0 99.00
2012 06 30 06 50 358  2.1  3.6  1.36  5.00  4.32 999 1009.6  23.5  23.1 999.0 99.0 99.00
2012 06 30 07 50  22  8.0  9.8  0.96  4.35  3.97 999 1008.3  23.4  23.0 999.0 99.0 99.00
2012 06 30 08 50  36  5.4  6.6  0.87  5.88  4.17 999 1007.8  23.5  22.9 999.0 99.0 99.00
2012 06 30 09 50 108  4.8  5.6  0.78  8.33  4.48 999 1008.4  23.2  22.8 999.0 99.0 99.00
2012 06 30 10 50 336  3.5  4.6  0.79  7.69  4.25 999 1010.4  23.4  22.7 999.0 99.0 99.00
2012 06 30 11 50 216  4.2  4.8  0.87  7.14  4.51 999 1011.2  23.0  22.8 999.0 99.0 99.00
2012 06 30 12 50 228  5.8  6.9  0.86  6.67  4.69 999 1011.5  23.2  23.0 999.0 99.0 99.00
2012 06 30 13 50 229  5.3  6.2  0.84  7.69  4.46 999 1011.8  23.3  23.1 999.0 99.0 99.00
2012 06 30 14 50 219  4.7  5.4  0.73  8.33  4.21 999 1011.7  23.7  23.2 999.0 99.0 99.00
2012 06 30 15 50 216  4.7  5.4  0.77  5.88  4.59 999 1011.4  23.8  23.4 999.0 99.0 99.00
2012 06 30 16 50 223  5.8  6.7  0.71  6.67  4.28 999 1011.9  24.5  23.6 999.0 99.0 99.00
2012 06 30 17 50 197  6.2  7.8  0.76  7.14  4.08 999 1011.3  24.4  23.7 999.0 99.0 99.00
2012 06 30 18 50 196  6.0  6.6  0.76  7.69  4.21 999 1011.0  24.9  23.8 999.0 99.0 99.00
2012 06 30 19 50 200  4.7  5.5  0.77  5.88  4.09 999 1010.5  25.0  23.9 999.0 99.0 99.00
2012 06 30 20 50 195  5.7  6.6  0.72  7.69  4.59 999 1010.2  25.3  24.0 999.0 99.0 99.00
2012 06 30 21 50 176  4.6  5.3  0.67  7.69  4.53 999 1010.3  25.1  24.0 999.0 99.0 99.00
2012 06 30 22 50 203  6.0  6.6  0.74  7.14  4.76 999 1010.5  25.5  24.0 999.0 99.0 99.00
2012 06 30 23 50 207  5.9  6.9  0.62  8.33  4.27 999 1010.8  25.5  23.9 999.0 99.0 99.00
2012 07 01 00 50 200  6.1  7.0  0.61  7.69  4.24 999 1010.9  25.4  23.8 999.0 99.0 99.00
2012 07 01 01 50 201  4.9  5.5  0.63  7.69  4.24 999 1011.5  25.1  23.8 999.0 99.0 99.00
2012 07 01 02 50 199  4.5  4.9  0.65  7.14  4.64 999 1011.3  25.0  23.9 999.0 99.0 99.00
2012 07 01 03 50 221  5.1  5.7  0.54  7.69  4.35 999 1011.8  25.2  23.9 999.0 99.0 99.00
2012 07 01 04 50 228  4.4  5.2  0.61  7.14  4.32 999 1011.7  25.2  23.9 999.0 99.0 99.00
2012 07 01 05 50 213  4.4  5.1  0.59  7.14  4.58 999 1011.6  24.8  23.9 999.0 99.0 99.00
2012 07 01 06 50 207  4.3  4.7  0.60  7.14  4.37 999 1011.6  24.5  23.8 999.0 99.0 99.00
2012 07 01 07 50 237  2.2  2.7  0.60  7.14  4.48 999 1011.6  24.3  23.8 999.0 99.0 99.00
2012 07 01 08 50 321  1.0  1.4  0.63  7.14  4.31 999 1011.6  24.0  23.8 999.0 99.0 99.00
2012 07 01 09 50 344  1.2  1.5  0.65  6.25  4.27 999 1012.1  23.8  23.7 999.0 99.0 99.00
2012 07 01 10 50 230  1.4  1.8  0.72  6.25  4.24 999 1012.5  24.0  23.7 999.0 99.0 99.00
2012 07 01 11 50 164  1.7  2.1  0.73  7.14  4.43 999 1013.1  24.5  23.7 999.0 99.0 99.00
2012 07 01 12 50 161  1.7  2.0  0.62  7.14  4.51 999 1013.5  24.5  24.0 999.0 99.0 99.00
2012 07 01 13 50 162  2.1  2.3  0.58  7.14  4.72 999 1013.2  24.8  24.3 999.0 99.0 99.00
2012 07 01 14 50 186  3.6  4.1  0.57  7.69  5.06 999 1013.4  24.8  24.7 999.0 99.0 99.00
2012 07 01 15 50 194  3.5  4.2  0.58  6.67  5.22 999 1013.7  25.0  24.9 999.0 99.0 99.00
2012 07 01 16 50 195  4.4  5.0  0.56  7.69  5.17 999 1013.7  25.1  25.0 999.0 99.0 99.00
2012 07 01 17 50 197  4.9  5.6  0.57  4.55  4.68 999 1013.3  25.2  25.0 999.0 99.0 99.00
2012 07 01 18 50 182  4.7  5.6  0.57  8.33  4.11 999 1013.0  25.3  24.9 999.0 99.0 99.00
2012 07 01 19 50 168  4.6  5.6  0.55  7.14  3.57 999 1012.6  25.4  24.9 999.0 99.0 99.00
2012 07 01 20 50 174  5.2  5.8  0.57  6.67  3.80 999 1011.6  25.5  24.9 999.0 99.0 99.00
2012 07 01 21 50 171  4.4  5.0  0.55  7.14  3.80 999 1010.1  25.3  24.7 999.0 99.0 99.00
2012 07 01 22 50 163  3.1  3.8  0.53  6.25  3.90 999 1010.4  25.4  24.7 999.0 99.0 99.00
2012 07 01 23 50 191  3.9  4.2  0.55  7.14  4.12 999 1011.3  25.6  24.7 999.0 99.0 99.00
2012 07 02 00 50 203  2.5  3.1  0.56  7.14  4.58 999 1011.7  26.0  24.7 999.0 99.0 99.00
2012 07 02 01 50 220  6.0  7.3  0.46  7.14  4.05 999 1012.4  25.9  24.8 999.0 99.0 99.00
2012 07 02 02 50 223  5.0  5.8  0.52  6.67  3.99 999 1012.3  25.8  24.6 999.0 99.0 99.00
2012 07 02 03 50 226  5.8  6.8  0.59  7.14  4.01 999 1012.2  25.7  24.7 999.0 99.0 99.00
2012 07 02 04 50 234  6.5  7.2  0.62  6.67  3.97 999 1012.5  26.0  24.6 999.0 99.0 99.00
2012 07 02 05 50 290  3.3  4.1  0.56  6.67  3.91 999 1012.9  26.3  24.6 999.0 99.0 99.00
2012 07 02 06 50 310  1.4  2.4  0.55  3.45  3.97 999 1012.7  25.3  24.5 999.0 99.0 99.00
2012 07 02 07 50 343  2.7  3.2  0.60  6.25  4.63 999 1012.1  25.1  24.4 999.0 99.0 99.00
2012 07 02 08 50 359  3.9  5.0  0.58  6.67  4.50 999 1011.9  25.4  24.5 999.0 99.0 99.00
2012 07 02 09 50 345  4.1  5.4  0.61  6.67  4.19 999 1013.2  25.6  24.4 999.0 99.0 99.00
2012 07 02 10 50 273 13.1 16.7  0.73  2.86  3.32 999 1016.2  23.1  24.1 999.0 99.0 99.00
2012 07 02 11 50  42  3.4  5.5  0.84  3.70  3.65 999 1013.6  23.8  23.9 999.0 99.0 99.00
2012 07 02 12 50  61  3.4  4.1  0.71  3.70  3.83 999 1013.9  23.9  23.8 999.0 99.0 99.00
2012 07 02 13 50 326  2.8  3.4  0.65  7.14  4.15 999 1014.9  24.1  23.8 999.0 99.0 99.00
2012 07 02 14 50 295  3.8  4.6  0.66  7.14  4.63 999 1015.2  23.8  23.9 999.0 99.0 99.00
2012 07 02 15 50 311  4.0  4.7  0.64  6.67  4.81 999 1014.9  23.9  24.2 999.0 99.0 99.00
2012 07 02 16 50 301  2.9  3.5  0.56  7.14  4.68 999 1015.2  24.3  24.5 999.0 99.0 99.00
2012 07 02 17 50 320  1.4  2.0  0.54  7.14  4.92 999 1014.9  25.4  25.0 999.0 99.0 99.00
2012 07 02 18 50 341  0.7  1.4  0.58  6.67  5.06 999 1014.8  25.9  25.9 999.0 99.0 99.00
2012 07 02 19 50 312  1.6  2.5  0.67  5.88  5.32 999 1014.5  27.3  26.2 999.0 99.0 99.00
2012 07 02 20 50 292  2.8  3.6  0.53  6.25  5.40 999 1014.6  27.6  26.5 999.0 99.0 99.00
2012 07 02 21 50 332  5.6  6.7  0.52  6.25  4.84 999 1014.2  27.3  25.8 999.0 99.0 99.00
2012 07 02 22 50 332  5.4  6.2  0.56  5.88  4.01 999 1014.2  27.0  25.2 999.0 99.0 99.00
2012 07 02 23 50 339  7.1  8.2  0.60  3.45  3.65 999 1014.4  27.3  25.0 999.0 99.0 99.00
