YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 08 12 308 10.9 13.0  1.65  5.56  4.79 999 1027.0  -0.6   8.5  -9.1 99.0 99.00
2004 01 08 13 308 11.6 99.0 99.00 99.00 99.00 999 1027.0  -0.5   8.4  -9.3 99.0 99.00
2004 01 08 15 305 11.2 13.9  1.40  4.76  4.22 999 1028.1  -0.4   8.4  -9.4 99.0 99.00
2004 01 08 16 301  8.1 10.6  1.24  4.76  3.94 999 1028.0  -0.3   8.5 -10.1 99.0 99.00
2004 01 08 17 301  7.3 99.0 99.00 99.00 99.00 999 1027.1   0.0   8.5 -10.8 99.0 99.00
2004 01 08 18 288  6.3  8.4  0.72  4.55  3.57 999 1025.9   0.4   8.0 -11.6 99.0 99.00
2004 01 08 19 307  5.6  7.0  0.65  4.00  3.53 999 1025.3   0.5   7.7 -12.1 99.0 99.00
2004 01 08 20 281  5.7  8.0  0.60  4.17  3.41 999 1025.2   0.9   7.6 -11.6 99.0 99.00
2004 01 08 21 274  6.8  9.1  0.53  3.85  3.27 999 1025.0   1.0   7.5 -10.6 99.0 99.00
2004 01 08 22 280  7.7  9.8  0.53  3.13  3.22 999 1025.0   1.3   7.5 -10.4 99.0 99.00
2004 01 08 23 275  6.8  8.9  0.61  3.23  3.29 999 1025.3   1.5   7.6  -9.9 99.0 99.00
2004 01 09 00 259  7.3  9.2  0.65  3.33  3.32 999 1025.1   1.5   7.5  -9.6 99.0 99.00
2004 01 09 01 270  6.5  8.6  0.66  3.23  3.23 999 1024.8   1.8   7.6 -10.4 99.0 99.00
2004 01 09 02 259  4.5  6.1  0.56  3.13  3.26 999 1024.4   1.8   7.5 -10.1 99.0 99.00
2004 01 09 03 259  4.6  6.4  0.46  3.57  3.28 999 1024.1   2.2   7.5  -7.8 99.0 99.00
2004 01 09 04 269  4.3  5.7  0.45  3.33  3.32 999 1023.8   2.5   7.4  -7.0 99.0 99.00
2004 01 09 05 278  6.9  8.2  0.46  3.57  3.35 999 1023.3   2.4   7.4  -5.6 99.0 99.00
2004 01 09 06 275  6.3  7.8  0.54  3.45  3.28 999 1023.3   1.8   7.5  -3.7 99.0 99.00
2004 01 09 07 278  7.8  9.6  0.59  3.70  3.44 999 1023.0   1.7   7.5  -3.8 99.0 99.00
2004 01 09 08 275  7.5 99.0 99.00 99.00 99.00 999 9999.0   1.6 999.0  -2.3 99.0 99.00
2004 01 09 09 271  8.7 10.1  0.78  4.00  3.54 999 1022.3   1.7   7.6  -2.9 99.0 99.00
2004 01 09 10 286  7.9 10.0  0.83  3.33  3.54 999 1021.9   1.8   7.3  -3.0 99.0 99.00
2004 01 09 11 311  7.1  9.0  0.80  3.70  3.51 999 1021.6   1.8   7.2  -5.1 99.0 99.00
