YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 10 11 19 00   2 10.2 11.9  1.87 10.00  4.79 999 1013.7  19.0  21.5  18.5 99.0 99.00
2005 10 11 20 00 360 10.5 12.5  1.91 10.81  5.00 999 1014.0  18.7  21.4  18.1 99.0 99.00
2005 10 11 21 00   2 11.2 13.0  1.99  5.88  4.88 999 1013.8  18.4  21.3  17.7 99.0 99.00
2005 10 11 22 00   5 11.0 12.6  2.14 10.00  5.15 999 1014.1  18.4  21.1  17.7 99.0 99.00
2005 10 11 23 00   1 11.1 13.2  2.22  9.09  5.29 999 1014.3  18.3  21.1  17.6 99.0 99.00
2005 10 12 00 00   6 10.9 13.1  2.10 10.00  5.02 999 1014.7  18.6  21.0  17.9 99.0 99.00
2005 10 12 01 00  14 10.3 12.0  2.23  9.09  4.98 999 1014.9  19.1  21.2  17.9 99.0 99.00
2005 10 12 02 00  13 10.5 12.5  2.40  6.67  5.20 999 1015.1  19.2  20.8  17.5 99.0 99.00
2005 10 12 03 00  18 10.7 12.5  2.46  7.14  5.28 999 1015.0  19.0  20.8  17.6 99.0 99.00
2005 10 12 04 00  15 10.0 12.2  2.39  7.69  5.18 999 1015.1  19.1  21.0  17.4 99.0 99.00
2005 10 12 05 00   9 11.4 13.9  2.69  7.14  5.51 999 1014.7  18.7  20.9  17.2 99.0 99.00
2005 10 12 06 00  14 12.1 14.1  2.57  7.14  5.32 999 1014.5  18.4  20.9  17.3 99.0 99.00
2005 10 12 07 00  13 12.2 14.6  2.53  6.67  5.23 999 1014.2  18.5  20.8  17.4 99.0 99.00
2005 10 12 08 00   9 12.6 14.9  2.67  7.69  5.36 999 1013.9  18.6  20.8  17.5 99.0 99.00
2005 10 12 09 00   7 12.7 15.2  2.92  8.33  5.65 999 1013.9  18.5  20.7  17.6 99.0 99.00
2005 10 12 10 00   5 13.4 16.1  3.12  9.09  5.82 999 1014.0  18.5  20.5  17.2 99.0 99.00
2005 10 12 11 00   3 13.6 15.9  2.96  9.09  5.73 999 1014.1  18.3  20.7  17.1 99.0 99.00
2005 10 12 12 00   5 14.0 17.8  3.09  9.09  5.70 999 1014.2  18.3  20.6  16.7 99.0 99.00
2005 10 12 13 00   5 14.7 18.0  3.53  9.09  5.99 999 1014.2  18.3  20.6  16.8 99.0 99.00
2005 10 12 14 00   5 14.3 17.7  3.64  9.09  6.12 999 1014.3  18.0  20.5  16.5 99.0 99.00
2005 10 12 15 00   3 15.2 18.8  3.87  9.09  6.18 999 1013.9  17.9  20.5  16.4 99.0 99.00
2005 10 12 16 00   2 15.5 18.0  3.67  9.09  6.08 999 1013.7  18.0  20.6  16.5 99.0 99.00
2005 10 12 17 00 356 14.9 17.5  3.69  9.09  6.07 999 1013.4  17.9  20.8  16.3 99.0 99.00
2005 10 12 18 00 351 15.3 19.0  3.78  9.09  6.07 999 1012.9  17.8  20.7  16.4 99.0 99.00
2005 10 12 19 00 346 14.8 17.4  3.91  9.09  6.22 999 1012.7  17.8  20.6  16.4 99.0 99.00
2005 10 12 20 00 344 13.7 17.4  3.76  8.33  6.33 999 1012.8  17.5  20.7  16.3 99.0 99.00
2005 10 12 21 00 347 15.3 19.0  3.87 10.00  6.33 999 1012.4  17.9  20.7  16.6 99.0 99.00
2005 10 12 22 00 343 14.5 17.0  3.97  9.09  6.32 999 1012.1  18.0  20.7  17.3 99.0 99.00
2005 10 12 23 00 345 13.5 16.4  3.60 10.00  6.03 999 1012.1  18.6  20.7  18.0 99.0 99.00
2005 10 13 00 00 357 12.7 16.8  3.65 10.00  6.18 999 1011.9  19.2  20.7  18.6 99.0 99.00
2005 10 13 01 00  11 12.9 15.8  3.62  7.69  5.99 999 1011.8  19.4  20.7  18.9 99.0 99.00
2005 10 13 02 00  11 10.8 13.2  3.58 10.81  6.37 999 1011.7  19.7  20.5  19.2 99.0 99.00
2005 10 13 03 00  21  7.4  9.2  3.77 10.81  6.84 999 1011.8  20.4  20.5  20.0 99.0 99.00
2005 10 13 04 00  54  3.6  4.9  3.51 10.00  6.90 999 1011.9  20.4  20.5  20.0 99.0 99.00
2005 10 13 05 00  79  3.8  5.1  3.23 10.81  6.81 999 1011.8  20.2  20.4  19.8 99.0 99.00
2005 10 13 06 00  76  4.5  6.2  3.10 11.43  6.79 999 1011.7  20.3  20.4  19.8 99.0 99.00
2005 10 13 07 00  61  3.3  4.6  3.29 10.00  7.15 999 1011.7  20.6  20.4  20.1 99.0 99.00
2005 10 13 08 00  57  3.6  4.8  3.08 10.81  6.91 999 1011.7  20.6  20.4  20.2 99.0 99.00
2005 10 13 09 00  48  3.8  5.3  3.20 10.81  7.19 999 1011.7  20.5  20.4  20.0 99.0 99.00
2005 10 13 10 00  35  4.0  5.4  2.94 11.43  6.85 999 1011.8  20.5  20.4  20.1 99.0 99.00
2005 10 13 11 00  17  2.7  3.8  3.02 11.43  7.36 999 1012.1  20.5  20.4  20.1 99.0 99.00
2005 10 13 12 00 356  2.8  3.5  2.81 11.43  7.64 999 1012.4  20.4  20.5  20.0 99.0 99.00
2005 10 13 13 00   3  2.4  3.4  3.00 10.81  7.58 999 1012.6  20.4  20.5  20.0 99.0 99.00
2005 10 13 14 00  34  4.5  6.1  2.98 12.12  7.64 999 1012.6  20.8  20.5  20.4 99.0 99.00
2005 10 13 15 00  52  4.1  5.3  2.84 10.81  7.57 999 1012.6  20.9  20.5  20.6 99.0 99.00
2005 10 13 16 00  44  4.4  5.8  2.70 11.43  7.10 999 1012.8  20.9  20.5  20.5 99.0 99.00
2005 10 13 17 00  33  4.1  5.0  2.74  9.09  7.10 999 1012.2  20.9  20.5  20.7 99.0 99.00
2005 10 13 18 00  34  7.4  9.3  2.83 12.12  7.11 999 1011.4  20.7  20.5  20.5 99.0 99.00
2005 10 13 19 00  27  6.9  8.2  2.81 10.00  7.01 999 1011.2  20.7  20.5  20.5 99.0 99.00
2005 10 13 20 00  31 10.2 13.3  3.00 10.81  6.94 999 1010.7  20.4  20.5  20.0 99.0 99.00
2005 10 13 21 00  26 12.4 16.4  2.99 12.12  6.82 999 1010.0  20.1  20.4  19.8 99.0 99.00
2005 10 13 22 00  11 13.8 17.0  3.96 12.12  7.04 999 1009.7  19.2  20.4  18.8 99.0 99.00
2005 10 13 23 00   5 14.4 17.2  4.24 12.12  7.10 999 1009.3  19.2  20.4  18.7 99.0 99.00
2005 10 14 00 00  10 15.2 18.3  4.25 12.12  7.13 999 1008.9  19.4  20.3  18.8 99.0 99.00
2005 10 14 01 00   8 14.4 17.8  4.42 12.12  7.28 999 1009.1  19.3  20.1  18.8 99.0 99.00
2005 10 14 02 00  14 13.7 16.6  4.75 12.90  7.24 999 1008.7  19.2  19.9  18.7 99.0 99.00
2005 10 14 03 00  10 13.5 16.0  4.04 12.90  6.66 999 1008.4  19.7  19.9  19.2 99.0 99.00
2005 10 14 04 00  15 15.1 17.6  4.33 10.81  6.79 999 1008.2  19.7  20.0  19.2 99.0 99.00
2005 10 14 05 00  12 14.3 17.7  4.60 11.43  7.01 999 1007.9  19.5  20.0  19.0 99.0 99.00
2005 10 14 06 00  14 16.2 20.4  4.38 12.90  6.77 999 1007.6  19.2  20.1  18.7 99.0 99.00
2005 10 14 07 00  14 16.2 20.1  4.53 12.90  7.07 999 1007.3  19.0  20.0  18.2 99.0 99.00
2005 10 14 08 00  13 15.4 18.9  4.44 11.43  6.92 999 1007.4  19.0  20.1  18.1 99.0 99.00
2005 10 14 09 00  16 14.4 17.7  4.53 12.90  7.00 999 1007.4  19.1  20.1  18.3 99.0 99.00
2005 10 14 10 00   7 13.5 15.8  3.77  8.33  6.44 999 1007.6  19.0  20.1  18.4 99.0 99.00
2005 10 14 11 00   1 12.0 15.1  4.25 12.90  7.19 999 1007.9  19.1  20.1  18.7 99.0 99.00
2005 10 14 12 00   6 12.1 15.4  3.61 12.90  6.64 999 1008.3  19.0  20.2  18.5 99.0 99.00
2005 10 14 13 00   1 11.6 14.1  3.68 12.12  6.84 999 1008.9  19.0  20.2  18.5 99.0 99.00
2005 10 14 14 00   9 12.2 14.1  3.86 11.43  7.10 999 1008.8  19.4  20.3  18.8 99.0 99.00
2005 10 14 15 00 336 11.2 13.4  3.73 12.12  6.94 999 1009.3  17.9  20.3  17.4 99.0 99.00
2005 10 14 16 00 339 10.6 12.9  3.81 11.43  7.07 999 1009.0  17.9  20.3  17.4 99.0 99.00
2005 10 14 17 00 331 10.8 13.2  3.61 10.81  6.95 999 1008.5  18.3  20.3  17.5 99.0 99.00
2005 10 14 18 00 324 11.4 13.4  3.53 11.43  7.11 999 1008.0  18.3  20.3  17.7 99.0 99.00
2005 10 14 19 00 331 10.8 12.7  3.34 12.12  6.84 999 1007.6  18.6  20.2  17.8 99.0 99.00
2005 10 14 20 00 329 10.1 12.4  3.23 12.90  6.92 999 1007.5  18.8  20.1  17.8 99.0 99.00
2005 10 14 21 00 328 11.4 13.8  3.23 12.12  6.94 999 1007.1  18.9  20.0  17.5 99.0 99.00
2005 10 14 22 00 324 11.2 14.3  3.03 11.43  6.71 999 1006.9  18.9  19.9  17.2 99.0 99.00
2005 10 14 23 00 328 11.7 14.0  3.00 12.90  6.48 999 1006.9  18.8  19.9  17.1 99.0 99.00
2005 10 15 00 00 329 11.8 14.5  2.81 13.79  6.14 999 1006.9  18.6  19.9  17.2 99.0 99.00
2005 10 15 01 00 329 12.7 16.0  2.90 12.90  5.87 999 1006.7  18.3  19.9  17.4 99.0 99.00
2005 10 15 02 00 330 11.8 14.0  2.95 13.79  6.24 999 1006.6  18.7  20.0  17.0 99.0 99.00
2005 10 15 03 00 330 10.8 12.7  2.63 13.79  5.95 999 1006.4  18.8  20.1  17.2 99.0 99.00
2005 10 15 04 00 323 11.4 14.8  2.78 12.90  6.20 999 1005.9  18.6  20.1  17.7 99.0 99.00
2005 10 15 05 00 326 12.3 15.0  2.82 12.90  6.18 999 1005.4  18.3  20.2  17.5 99.0 99.00
2005 10 15 06 00 321 13.7 16.5  2.87 12.90  6.17 999 1004.6  18.7  20.2  16.9 99.0 99.00
2005 10 15 07 00 326 13.4 16.3  2.93 12.90  6.28 999 1003.5  18.7  20.2  17.1 99.0 99.00
2005 10 15 08 00 327 13.4 15.5  2.73 12.12  6.09 999 1002.9  19.0  20.1  16.5 99.0 99.00
2005 10 15 09 00 327 13.2 16.0  2.81 11.43  6.28 999 1002.8  18.9  20.1  16.2 99.0 99.00
2005 10 15 10 00 312 12.0 15.3  2.67 13.79  6.16 999 1002.9  18.2  20.0  16.1 99.0 99.00
2005 10 15 11 00 317 12.6 15.9  2.89 12.90  6.21 999 1003.0  18.4  20.0  15.8 99.0 99.00
2005 10 15 12 00 315 13.4 17.2  2.75 12.90  6.09 999 1003.2  18.2  20.0  15.3 99.0 99.00
2005 10 15 13 00 316 13.7 16.7  2.96 12.90  6.10 999 1003.8  18.0  20.0  14.7 99.0 99.00
2005 10 15 14 00 322 12.2 15.7  2.86 12.12  5.96 999 1003.6  18.2  20.1  13.8 99.0 99.00
2005 10 15 15 00 318 13.2 16.6  2.88 12.90  5.97 999 1003.6  18.6  20.1  13.8 99.0 99.00
2005 10 15 16 00 313 13.0 16.1  2.69 12.90  5.77 999 1003.0  19.6  20.1  13.9 99.0 99.00
2005 10 15 17 00 311 10.4 12.6  2.41 12.12  5.63 999 1002.6  19.7  20.3  15.3 99.0 99.00
2005 10 15 18 00 310  5.3  6.4  2.02 12.90  6.05 999 1002.1  20.2  20.3  16.2 99.0 99.00
2005 10 15 19 00 291  6.0  7.4  1.83 13.79  6.36 999 1001.2  21.3  20.4  15.8 99.0 99.00
2005 10 15 20 00 293  6.5  8.7  2.12 13.79  7.24 999 1001.1  21.8  20.4  15.7 99.0 99.00
2005 10 15 21 00 295  8.2 10.5  1.85 12.90  6.41 999 1001.2  22.1  20.2  15.0 99.0 99.00
2005 10 15 22 00 292  7.0  9.7  1.83 13.79  6.24 999 1001.6  22.0  20.1  15.0 99.0 99.00
2005 10 15 23 00 293  8.1 11.0  1.73 12.90  6.28 999 1002.3  22.1  20.0  14.6 99.0 99.00
2005 10 16 00 00 308  9.1 11.6  1.78 13.79  5.79 999 1003.5  21.8  20.0  12.6 99.0 99.00
2005 10 16 01 00 314  9.4 12.7  1.76 12.90  5.73 999 1004.1  21.0  20.0  12.6 99.0 99.00
2005 10 16 02 00 319 11.0 13.5  1.86 12.12  5.20 999 1004.9  20.8  20.1  10.6 99.0 99.00
2005 10 16 03 00 323 12.2 14.6  1.93 12.90  5.31 999 1005.2  20.3  20.1   9.1 99.0 99.00
2005 10 16 04 00 318 13.1 15.6  1.59 11.43  4.58 999 1005.7  19.7  20.0   8.9 99.0 99.00
2005 10 16 05 00 313 13.5 16.2  1.88 12.12  4.99 999 1005.7  18.9  19.9   7.4 99.0 99.00
2005 10 16 06 00 302 11.0 13.0  1.79 12.12  5.12 999 1006.3  18.6  19.8   7.2 99.0 99.00
2005 10 16 07 00 301 10.6 13.2  1.69 12.12  4.96 999 1006.5  18.0  19.8   7.6 99.0 99.00
2005 10 16 08 00 298 10.0 12.2  1.66 12.12  5.01 999 1006.6  17.6  19.8   8.6 99.0 99.00
2005 10 16 09 00 295 10.8 13.7  1.56 11.43  5.03 999 1006.8  17.3  19.8   8.4 99.0 99.00
2005 10 16 10 00 290  9.5 11.4  1.50 10.00  4.82 999 1007.1  17.0  19.8   9.0 99.0 99.00
2005 10 16 11 00 293 11.2 13.1  1.40  5.00  4.32 999 1007.2  16.9  19.8   8.5 99.0 99.00
2005 10 16 12 00 297 11.3 13.1  1.52  5.00  4.35 999 1007.8  16.4  19.8   8.5 99.0 99.00
2005 10 16 13 00 298 12.1 14.4  1.57  5.00  4.34 999 1008.1  16.2  19.8   8.6 99.0 99.00
2005 10 16 14 00 295 11.1 13.3  1.50  5.26  4.22 999 1008.3  16.1  19.9   8.3 99.0 99.00
2005 10 16 15 00 296 11.4 13.1  1.51 12.12  4.32 999 1008.1  16.4  19.9   8.2 99.0 99.00
2005 10 16 16 00 294 10.5 13.0  1.36  5.26  3.97 999 1007.6  16.8  19.9   7.9 99.0 99.00
2005 10 16 17 00 292 10.2 11.8  1.33  4.35  4.19 999 1007.3  17.3  19.9   7.7 99.0 99.00
2005 10 16 18 00 289 10.5 12.3  1.24  4.76  4.01 999 1006.8  17.7  19.9   8.0 99.0 99.00
2005 10 16 19 00 300 11.7 13.7  1.44  5.00  4.15 999 1006.4  17.8  20.0   8.3 99.0 99.00
2005 10 16 20 00 298 11.9 15.0  1.40  5.00  4.33 999 1005.9  18.1  20.0   8.4 99.0 99.00
2005 10 16 21 00 296 11.5 14.8  1.38  5.00  4.32 999 1005.9  18.4  20.0   8.5 99.0 99.00
2005 10 16 22 00 294 13.6 16.9  1.35  5.26  4.31 999 1005.7  18.6  19.9   8.4 99.0 99.00
2005 10 16 23 00 298 12.9 17.1  1.62  5.56  4.54 999 1006.3  18.3  19.9   9.0 99.0 99.00
2005 10 17 00 00 294 12.9 15.7  1.64  5.26  4.43 999 1006.5  17.9  19.8   9.2 99.0 99.00
2005 10 17 01 00 294 12.2 15.2  1.65  5.88  4.47 999 1006.9  17.5  19.8   9.3 99.0 99.00
2005 10 17 02 00 300 13.6 17.4  1.68  5.56  4.37 999 1007.2  17.2  19.8   8.8 99.0 99.00
2005 10 17 03 00 298 14.1 17.1  1.62  5.56  4.30 999 1007.2  16.8  19.8   8.6 99.0 99.00
2005 10 17 04 00 301 12.3 15.3  1.72  5.88  4.29 999 1007.6  16.5  19.7   8.3 99.0 99.00
2005 10 17 05 00 303 13.0 15.4  1.69  5.56  4.31 999 1007.8  16.0  19.7   8.0 99.0 99.00
2005 10 17 06 00 299 11.8 14.8  1.67  5.56  4.32 999 1008.2  15.7  19.7   8.6 99.0 99.00
2005 10 17 07 00 302 11.6 15.0  1.67  5.26  4.48 999 1008.3  15.4  19.7   8.6 99.0 99.00
2005 10 17 08 00 300 10.3 13.0  1.41  5.56  4.30 999 1008.1  14.8  19.6   8.2 99.0 99.00
2005 10 17 09 00 304 10.8 13.6  1.42  5.56  4.32 999 1008.2  14.6  19.6   8.5 99.0 99.00
2005 10 17 10 00 309 10.8 13.5  1.57  5.26  4.49 999 1008.4  14.6  19.6   8.8 99.0 99.00
2005 10 17 11 00 304 10.7 13.6  1.46  5.00  4.47 999 1009.0  14.4  19.6   8.9 99.0 99.00
2005 10 17 12 00 312 10.8 13.1  1.37  5.56  4.44 999 1009.5  14.4  19.6   8.3 99.0 99.00
2005 10 17 13 00 304  9.9 12.1  1.37  5.26  4.33 999 1010.0  14.2  19.6   8.6 99.0 99.00
2005 10 17 14 00 306  9.9 11.8  1.31  5.56  4.25 999 1010.3  14.2  19.6   8.4 99.0 99.00
2005 10 17 15 00 315 10.8 13.1  1.39  5.00  4.16 999 1010.0  14.8  19.6   8.3 99.0 99.00
2005 10 17 16 00 306  8.7 10.4  1.33  5.26  4.13 999 1010.0  15.2  19.5   7.3 99.0 99.00
2005 10 17 17 00 298  8.1  9.5  1.23  5.26  4.01 999 1009.4  15.8  19.5   6.9 99.0 99.00
2005 10 17 18 00 289  7.7 10.7  1.03  5.00  3.88 999 1009.2  16.5  19.5   7.2 99.0 99.00
2005 10 17 19 00 292  7.4  8.9  0.90  4.17  3.69 999 1008.6  17.2  19.5   6.8 99.0 99.00
2005 10 17 20 00 294  7.4  9.1  0.81  4.35  3.67 999 1008.4  17.6  19.5   7.2 99.0 99.00
2005 10 17 21 00 294  7.4  8.6  0.76  4.35  3.68 999 1008.6  17.8  19.5   7.8 99.0 99.00
2005 10 17 22 00 292  7.8  9.7  0.70  4.35  3.61 999 1008.7  17.9  19.6   7.8 99.0 99.00
2005 10 17 23 00 281  7.9 10.0  0.77  4.35  3.59 999 1008.9  17.9  19.5   8.7 99.0 99.00
2005 10 18 00 00 272  7.3  8.6  0.85  3.70  3.48 999 1009.4  17.8  19.5   8.8 99.0 99.00
2005 10 18 01 00 271  6.8  8.7  0.76  4.00  3.44 999 1009.5  17.9  19.5   9.5 99.0 99.00
2005 10 18 02 00 262  7.4  8.7  0.70  3.33  3.26 999 1010.0  17.7  19.5   9.6 99.0 99.00
2005 10 18 03 00 263  6.9  7.8  0.67  3.33  3.21 999 1009.9  17.8  19.5   9.7 99.0 99.00
2005 10 18 04 00 251  7.1  8.4  0.65  3.33  3.19 999 1010.0  17.9  19.5  10.5 99.0 99.00
2005 10 18 05 00 260  8.0  9.2  0.62  3.70  3.12 999 1010.0  17.7  19.5  11.3 99.0 99.00
2005 10 18 06 00 261  8.6  9.8  0.74  3.85  3.23 999 1009.7  17.5  19.4  11.5 99.0 99.00
2005 10 18 07 00 259  8.9 10.3  0.83  4.00  3.44 999 1009.3  17.4  19.4  11.7 99.0 99.00
2005 10 18 08 00 254  8.3 10.0  0.88  3.85  3.44 999 1008.9  17.9  19.4  10.6 99.0 99.00
2005 10 18 09 00 244  9.0 10.3  0.88  4.00  3.51 999 1008.6  17.8  19.4   9.9 99.0 99.00
2005 10 18 10 00 239  7.8  9.1  0.87  4.35  3.51 999 1008.7  18.0  19.4  11.5 99.0 99.00
2005 10 18 11 00 245  8.8 11.0  0.94  4.17  3.52 999 1009.2  18.1  19.4  12.2 99.0 99.00
2005 10 18 12 00 224  9.7 11.3  1.02  4.17  3.65 999 1008.7  18.1  19.4  11.7 99.0 99.00
2005 10 18 13 00 225 10.4 12.2  1.16  4.55  3.76 999 1008.4  18.4  19.4  11.5 99.0 99.00
2005 10 18 14 00 227 10.5 12.7  1.29  4.76  3.98 999 1007.8  18.1  19.4  12.4 99.0 99.00
2005 10 18 15 00 231  8.5 10.1  1.28  4.55  4.06 999 1007.7  18.0  19.4  12.7 99.0 99.00
2005 10 18 16 00 233  7.7  8.7  1.28  5.00  4.10 999 1007.4  18.1  19.4  13.4 99.0 99.00
2005 10 18 17 00 244  6.3  7.3  1.11  5.56  4.10 999 1007.0  19.1  19.4  14.6 99.0 99.00
2005 10 18 18 00 231  5.4  6.2  1.01  5.56  4.17 999 1006.4  19.9  19.5  14.9 99.0 99.00
2005 10 18 19 00 208  6.1  7.0  0.94  5.56  4.27 999 1006.1  19.8  19.6  15.9 99.0 99.00
2005 10 18 20 00 234  3.9  5.1  0.96  5.26  4.22 999 1006.3  20.6  19.6  15.9 99.0 99.00
2005 10 18 21 00 271  4.8  6.5  0.85  5.26  4.04 999 1006.3  21.4  19.6  15.1 99.0 99.00
2005 10 18 22 00 271  6.5  7.7  0.89  5.00  3.91 999 1006.6  21.8  19.5  14.0 99.0 99.00
2005 10 18 23 00 248  5.0  5.7  0.85  5.00  3.90 999 1007.4  21.0  19.5  15.5 99.0 99.00
2005 10 19 00 00 244  4.8  5.5  0.86  5.88  4.01 999 1008.1  20.6  19.5  16.2 99.0 99.00
2005 10 19 01 00 245  4.3  5.5  0.86  5.56  4.20 999 1009.2  20.0  19.4  16.7 99.0 99.00
2005 10 19 02 00 259  4.5  5.2  0.82  5.26  4.11 999 1010.0  20.1  19.4  15.7 99.0 99.00
2005 10 19 03 00 270  5.5  6.4  0.76  5.56  4.12 999 1010.5  20.3  19.4  14.8 99.0 99.00
2005 10 19 04 00 290  5.0  5.9  0.64  5.56  4.05 999 1011.2  19.7  19.4  14.5 99.0 99.00
2005 10 19 05 00 322  7.9  9.4  0.63  5.88  3.68 999 1011.6  20.0  19.4  12.1 99.0 99.00
2005 10 19 06 00 339  7.7  9.6  0.70  5.88  3.37 999 1012.2  19.6  19.4  12.5 99.0 99.00
2005 10 19 07 00 343  7.9  9.2  0.67  3.03  3.27 999 1012.5  19.2  19.3   9.3 99.0 99.00
2005 10 19 08 00 338  6.5  7.8  0.77  3.33  3.41 999 1013.2  18.8  19.3   9.6 99.0 99.00
2005 10 19 09 00 356  6.6  7.6  0.79  3.70  3.62 999 1013.8  18.4  19.3   7.9 99.0 99.00
2005 10 19 10 00   5  4.9  6.1  0.94  4.35  3.88 999 1014.4  18.0  19.3   8.2 99.0 99.00
2005 10 19 11 00  23  3.6  4.5  0.82  4.35  4.01 999 1014.6  17.9  19.3   7.8 99.0 99.00
2005 10 19 12 00  54  1.9  2.9  0.79  4.00  3.98 999 1014.9  18.0  19.3   8.2 99.0 99.00
2005 10 19 13 00  77  1.6  2.4  0.70  5.56  4.10 999 1015.2  18.3  19.2   7.3 99.0 99.00
2005 10 19 14 00 126  2.4  3.2  0.63  3.85  4.19 999 1015.5  18.0  19.3  10.0 99.0 99.00
2005 10 19 15 00 163  3.2  4.0  0.58 12.12  4.27 999 1015.2  18.0  19.4  10.7 99.0 99.00
2005 10 19 16 00 176  4.4  5.3  0.54 12.12  4.53 999 1014.7  18.2  19.5  11.4 99.0 99.00
2005 10 19 17 00 192  5.6  6.5  0.48  4.17  4.14 999 1013.7  18.5  19.5  12.4 99.0 99.00
2005 10 19 18 00 202  6.4  7.4  0.56  5.00  3.66 999 1012.7  18.9  19.5  12.2 99.0 99.00
2005 10 19 19 00 200  7.3  8.4  0.63 12.12  3.40 999 1012.1  19.0  19.5  13.5 99.0 99.00
2005 10 19 20 00 205  8.7  9.8  0.69  3.23  3.33 999 1011.8  19.2  19.4  14.5 99.0 99.00
2005 10 19 21 00 206  8.0  9.6  0.88  3.70  3.40 999 1011.2  19.4  19.5  14.3 99.0 99.00
2005 10 19 22 00 203  8.5 10.4  0.88  3.57  3.44 999 1010.9  19.5  19.4  14.6 99.0 99.00
2005 10 19 23 00 206  8.2  9.9  0.92  4.00  3.44 999 1010.8  19.5  19.4  15.7 99.0 99.00
2005 10 20 00 00 211  7.3  8.5  0.89  3.85  3.48 999 1011.2  19.6  19.4  16.5 99.0 99.00
2005 10 20 01 00 213  6.7  7.7  0.81  3.70  3.45 999 1011.1  19.5  19.4  17.5 99.0 99.00
2005 10 20 02 00 212  6.7  7.6  0.77  4.00  3.48 999 1010.9  19.6  19.4  18.4 99.0 99.00
2005 10 20 03 00 215  5.9  6.6  0.67  3.85  3.44 999 1010.8  19.7  19.4  19.0 99.0 99.00
2005 10 20 04 00 216  5.9  6.7  0.72  4.17  3.63 999 1010.6  19.9  19.4  19.1 99.0 99.00
2005 10 20 05 00 214  6.3  7.1  0.64  4.00  3.48 999 1010.3  20.0  19.3  19.0 99.0 99.00
2005 10 20 06 00 218  6.8  7.8  0.64  4.17  3.60 999 1010.2  20.1  19.3  18.7 99.0 99.00
2005 10 20 07 00 229  6.2  7.3  0.65  4.35  3.56 999 1010.5  20.0  19.3  18.5 99.0 99.00
2005 10 20 08 00 240  5.6  6.5  0.67  4.00  3.51 999 1010.5  19.6  19.3  18.1 99.0 99.00
2005 10 20 09 00 316  3.0  3.7  0.63  4.17  3.77 999 1011.2  19.1  19.3  17.4 99.0 99.00
2005 10 20 10 00 329  4.6  5.7  0.60 12.12  3.97 999 1011.8  18.8  19.2  16.7 99.0 99.00
2005 10 20 11 00  10  7.6  8.8  0.57 12.12  3.72 999 1012.1  18.7  19.3  14.5 99.0 99.00
2005 10 20 12 00  19  9.4 10.9  0.74  3.45  3.47 999 1013.0  17.8  19.3  14.2 99.0 99.00
2005 10 20 13 00  19  9.1 10.7  1.02  4.17  3.76 999 1014.4  16.9  19.3  13.3 99.0 99.00
2005 10 20 14 00  19  9.3 11.4  1.38  4.55  4.15 999 1015.1  16.1  19.4  12.4 99.0 99.00
2005 10 20 15 00  21  8.8 10.8  1.35  5.26  4.16 999 1015.8  15.3  19.4   9.7 99.0 99.00
2005 10 20 16 00  20  8.7 10.4  1.48  5.56  4.36 999 1015.9  14.8  19.4  10.4 99.0 99.00
2005 10 20 17 00  21  8.2  9.8  1.48  5.26  4.30 999 1015.4  14.6  19.4  10.1 99.0 99.00
2005 10 20 18 00  22  7.4  9.2  1.42  5.56  4.32 999 1015.5  15.0  19.4  10.9 99.0 99.00
2005 10 20 19 00  21  7.8  9.8  1.35  5.88  4.23 999 1015.5  15.1  19.4  11.1 99.0 99.00
2005 10 20 20 00  21  7.5  8.7  1.28  5.56  4.13 999 1015.6  15.4  19.4  10.8 99.0 99.00
2005 10 20 21 00  32  6.6  8.3  1.22  5.56  4.14 999 1015.8  15.2  19.3  10.6 99.0 99.00
2005 10 20 22 00  34  5.8  7.4  1.14  5.56  4.11 999 1016.4  15.2  19.3  10.7 99.0 99.00
2005 10 20 23 00  68  6.6  7.9  1.04  5.26  4.06 999 1015.7  15.2  19.3  10.9 99.0 99.00
2005 10 21 00 00  56  5.6  7.7  0.96  5.00  4.04 999 1016.5  15.1  19.3  10.3 99.0 99.00
2005 10 21 01 00  67  5.2  6.8  0.86  5.00  3.90 999 1017.1  15.2  19.2   9.9 99.0 99.00
2005 10 21 02 00  72  5.5  6.7  0.81  4.76  3.87 999 1017.3  15.3  19.2   9.8 99.0 99.00
2005 10 21 03 00  63  5.7  7.2  0.84  5.00  3.89 999 1017.4  15.3  19.2   8.9 99.0 99.00
2005 10 21 04 00  43  6.6  7.9  0.81  5.00  3.76 999 1017.2  15.3  19.2   8.7 99.0 99.00
2005 10 21 05 00  60  4.6  6.1  0.88  5.26  3.92 999 1017.9  14.8  19.2   9.7 99.0 99.00
2005 10 21 06 00  78  7.5  9.0  0.93  5.26  3.87 999 1016.5  13.4  19.2   9.4 99.0 99.00
2005 10 21 07 00  75  8.0  9.6  0.99  5.88  3.86 999 1016.2  13.3  19.2  10.7 99.0 99.00
2005 10 21 08 00  76  7.8  9.3  0.92  5.26  3.81 999 1015.7  13.6  19.2  11.3 99.0 99.00
2005 10 21 09 00  64  7.6  9.0  0.98  4.00  3.85 999 1015.9  13.6  19.2  11.6 99.0 99.00
2005 10 21 10 00  85  8.1  9.4  0.97  4.35  3.79 999 1015.6  13.7  19.2  11.7 99.0 99.00
