YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 03 11 00 00 126  4.2  5.5  0.49 10.00  6.72 999 1008.9   0.9   4.4  -6.7 99.0 99.00
2005 03 11 01 00 123  4.5  5.4  0.40 10.00  5.80 999 1009.1   1.3   4.4  -6.0 99.0 99.00
2005 03 11 02 00 122  5.4  6.5  0.37 10.81  4.45 999 1009.4   1.8   4.4  -5.5 99.0 99.00
2005 03 11 03 00 143  5.0  5.8  0.46  9.09  3.82 999 1009.8   2.5   4.4  -4.3 99.0 99.00
2005 03 11 04 00 134  5.3  6.2  0.50 10.00  3.95 999 1009.5   3.0   4.4  -3.5 99.0 99.00
2005 03 11 05 00 183  6.0  7.5  0.52  9.09  4.17 999 1008.9   3.9   4.3  -3.6 99.0 99.00
2005 03 11 06 00 182  6.4  7.7  0.59  9.09  3.84 999 1008.5   4.2   4.3  -2.0 99.0 99.00
2005 03 11 07 00 175  5.2  6.2  0.75  3.85  3.98 999 1007.7   4.6   4.3  -0.6 99.0 99.00
2005 03 11 08 00 176  4.9  6.0  0.74  4.17  4.08 999 1006.6   4.8   4.3   0.6 99.0 99.00
2005 03 11 09 00 182  4.8  5.7  0.81  4.17  4.19 999 1005.6   4.9   4.2   1.7 99.0 99.00
2005 03 11 10 00 174  6.2  6.9  0.92  4.55  4.09 999 1004.4   5.2   4.3   2.1 99.0 99.00
2005 03 11 11 00 193  7.1  8.2  1.05  5.00  4.09 999 1003.6   5.3   4.3   2.7 99.0 99.00
2005 03 11 12 00 217  8.6 10.4  1.20  5.26  4.18 999 1003.2   5.2   4.3   2.6 99.0 99.00
2005 03 11 13 00 224  7.8  9.5  1.28  5.26  4.36 999 1002.8   4.8   4.3   2.5 99.0 99.00
2005 03 11 14 00 217  6.9  7.8  1.30  5.56  4.58 999 1002.5   4.6   4.3   2.2 99.0 99.00
2005 03 11 15 00 213  7.5  8.6  1.48  6.25  4.70 999 1002.0   4.6   4.4   2.3 99.0 99.00
2005 03 11 16 00 213  7.8  9.1  1.44  6.25  4.88 999 1001.9   4.7   4.4   2.6 99.0 99.00
2005 03 11 17 00 211  7.6  8.8  1.28  5.88  4.74 999 1001.0   5.0   4.4   2.8 99.0 99.00
2005 03 11 18 00 204  6.6  7.9  1.32  6.25  4.82 999  999.9   5.7   4.4   2.1 99.0 99.00
2005 03 11 19 00 200  6.2  7.2  1.38  6.67  5.38 999  998.6   5.4   4.4   2.7 99.0 99.00
2005 03 11 20 00 201  7.3  8.7  1.28  5.88  4.88 999  997.9   5.8   4.5   2.3 99.0 99.00
2005 03 11 21 00 178  6.1  7.2  1.25  6.25  4.98 999  997.1   5.8   4.5   2.9 99.0 99.00
2005 03 11 22 00 185  5.6  6.5  1.17  5.88  4.88 999  996.9   5.7   4.5   3.2 99.0 99.00
2005 03 11 23 00 238  8.5 10.0  1.12  5.56  4.54 999  997.5   6.3   4.5   3.0 99.0 99.00
2005 03 12 00 00 217  3.4  3.8  1.10  5.56  4.60 999  997.3   5.5   4.5   3.6 99.0 99.00
2005 03 12 01 00 205  5.7  7.0  1.05  5.26  4.72 999  996.9   5.8   4.5   3.9 99.0 99.00
2005 03 12 02 00 186  4.4  5.2  0.95 13.79  4.66 999  996.0   5.5   4.4   3.7 99.0 99.00
2005 03 12 03 00 224  2.8  3.7  0.93 12.90  4.60 999  996.1   5.5   4.4   3.7 99.0 99.00
2005 03 12 04 00 234  5.0  6.2  0.98 12.90  5.26 999  995.8   5.2   4.4   3.5 99.0 99.00
2005 03 12 05 00 287  5.3  6.3  0.87 12.90  5.13 999  995.3   5.3   4.4   3.6 99.0 99.00
2005 03 12 06 00 284  9.0 11.1  0.80 11.43  4.60 999  995.1   5.1   4.5   2.6 99.0 99.00
2005 03 12 07 00 311 12.4 15.3  1.19  3.57  3.50 999  995.4   3.3   4.4   1.2 99.0 99.00
2005 03 12 08 00 299 10.2 12.6  1.62  4.35  4.15 999  995.8   4.6   4.5   0.2 99.0 99.00
2005 03 12 09 00 299 12.0 15.1  1.28  4.55  3.91 999  996.1   4.2   4.5  -0.6 99.0 99.00
2005 03 12 10 00 294 13.9 17.1  1.52  4.76  4.12 999  997.0   3.6   4.6  -3.8 99.0 99.00
2005 03 12 11 00 286 12.0 14.8  1.62  4.76  4.34 999  997.9   2.7   4.6  -3.0 99.0 99.00
2005 03 12 12 00 292 11.0 13.5  1.63  5.26  4.40 999  998.3   2.4   4.5  -4.8 99.0 99.00
2005 03 12 13 00 292 11.1 13.6  1.51  5.00  4.28 999  998.9   2.3   4.5  -4.8 99.0 99.00
2005 03 12 14 00 291  9.6 11.7  1.43  4.76  4.17 999  999.4   2.4   4.4  -4.9 99.0 99.00
2005 03 12 15 00 269  8.5  9.9  1.18  4.55  4.08 999  999.7   3.2   4.5  -4.5 99.0 99.00
2005 03 12 16 00 248  8.1  9.4  1.10 12.12  4.01 999  999.5   3.9   4.5  -4.3 99.0 99.00
2005 03 12 17 00 239  7.2  8.5  1.10  3.70  3.85 999  998.7   4.4   4.5  -3.2 99.0 99.00
2005 03 12 18 00 229  6.6  8.2  1.13  4.17  4.15 999  998.2   4.6   4.6  -2.8 99.0 99.00
2005 03 12 19 00 210  7.5  8.8  1.06 11.43  4.23 999  997.7   4.8   4.8  -1.5 99.0 99.00
2005 03 12 20 00 212  9.0 12.3  1.04  4.55  4.11 999  997.8   5.0   4.8   0.4 99.0 99.00
2005 03 12 21 00 218  9.6 11.5  1.24  4.55  4.18 999  998.6   4.7   4.6   1.7 99.0 99.00
2005 03 12 22 00 222  8.6 10.1  1.35  5.00  4.43 999  999.5   4.8   4.6   1.6 99.0 99.00
2005 03 12 23 00 218  6.8  8.1  1.29  5.26  4.42 999 1000.8   4.8   4.6   1.3 99.0 99.00
2005 03 13 00 00 223  5.5  7.0  1.24  5.26  4.55 999 1001.6   5.2   4.6   1.5 99.0 99.00
2005 03 13 01 00 220  5.1  6.1  1.06  6.25  4.64 999 1002.3   5.0   4.7   1.9 99.0 99.00
2005 03 13 02 00 235  3.7  4.2  1.01  5.56  4.71 999 1003.2   4.9   4.5   2.4 99.0 99.00
2005 03 13 03 00 278  2.5  2.9  0.84  6.67  4.70 999 1004.0   5.1   4.5   2.5 99.0 99.00
2005 03 13 04 00 317  3.2  3.8  0.81 10.81  5.09 999 1005.1   5.2   4.5   2.2 99.0 99.00
2005 03 13 05 00 338  6.1  7.8  0.72 12.90  5.31 999 1005.1   5.2   4.5   0.3 99.0 99.00
2005 03 13 06 00 326  6.3  7.5  0.70  7.69  3.94 999 1005.4   5.0   4.6  -0.6 99.0 99.00
2005 03 13 07 00 318  6.0  7.2  0.79  6.25  3.62 999 1006.2   4.8   4.7  -2.2 99.0 99.00
2005 03 13 08 00 344  5.2  6.7  0.84  3.13  3.79 999 1007.1   4.3   4.6  -0.7 99.0 99.00
2005 03 13 09 00 319  6.0  6.9  0.93 11.43  4.29 999 1007.5   4.1   4.6  -3.7 99.0 99.00
2005 03 13 10 00 314  6.4  8.1  0.98  3.70  4.10 999 1008.0   4.0   4.5  -5.1 99.0 99.00
2005 03 13 11 00 321  6.4  7.5  1.07  4.00  4.24 999 1008.4   3.8   4.4  -5.6 99.0 99.00
2005 03 13 12 00 318  5.8  6.8  1.03 10.00  4.71 999 1008.5   3.8   4.3  -4.3 99.0 99.00
2005 03 13 13 00 317  6.2  7.6  0.97  7.69  4.74 999 1009.6   3.7   4.3  -5.0 99.0 99.00
2005 03 13 14 00 332  6.0  6.9  1.01  7.69  4.79 999 1009.6   3.6   4.4  -5.3 99.0 99.00
2005 03 13 15 00 336  6.4  7.5  1.05 12.12  5.03 999 1009.7   3.4   4.5  -5.1 99.0 99.00
2005 03 13 16 00 332  6.7  7.9  1.09 12.12  5.10 999 1009.7   3.3   4.5  -4.7 99.0 99.00
2005 03 13 17 00 333  7.3  8.9  1.29 11.43  5.42 999 1010.2   3.3   4.5  -3.6 99.0 99.00
2005 03 13 18 00 346  5.6  6.5  1.43 12.12  5.77 999 1010.1   3.5   4.5  -5.2 99.0 99.00
2005 03 13 19 00 356  6.8  7.9  1.22 12.12  5.23 999 1009.4   3.9   4.5  -5.1 99.0 99.00
2005 03 13 20 00 353  6.0  7.1  1.18 12.90  5.56 999 1009.7   4.3   4.5  -5.1 99.0 99.00
2005 03 13 21 00 357  5.1  5.9  1.37 12.12  6.99 999 1009.9   4.5   4.5  -3.6 99.0 99.00
2005 03 13 22 00   6  3.8  4.6  1.34 12.12  7.55 999 1010.1   4.7   4.5  -2.4 99.0 99.00
2005 03 13 23 00 359  1.1  1.7  1.49 11.43  8.44 999 1010.8   4.6   4.5  -2.3 99.0 99.00
2005 03 14 00 00 228  2.0  2.9  1.53 12.12  9.19 999 1011.6   4.7   4.5  -1.2 99.0 99.00
2005 03 14 01 00 267  1.5  2.2  1.35 11.43  8.86 999 1011.8   4.6   4.5  -0.8 99.0 99.00
2005 03 14 02 00 298  2.2  2.9  1.24 10.81  8.94 999 1012.1   4.6   4.5   0.2 99.0 99.00
2005 03 14 03 00 295  2.4  3.0  1.25 10.81  9.26 999 1013.2   4.6   4.5   0.5 99.0 99.00
2005 03 14 04 00 342  3.3  4.0  1.19 12.90  9.46 999 1012.8   5.0   4.5  -0.6 99.0 99.00
2005 03 14 05 00   2  3.4  4.0  1.40 12.12  9.58 999 1012.4   4.9   4.4  -1.3 99.0 99.00
2005 03 14 06 00 347  3.1  3.8  1.26 12.12  9.18 999 1013.3   4.7   4.6  -1.7 99.0 99.00
2005 03 14 07 00 324  2.6  4.2  1.16 12.12  9.02 999 1013.4   4.5   4.6 999.0 99.0 99.00
2005 03 14 08 00 354  3.0  3.7  1.29 12.12  9.01 999 1012.8   4.4   4.6  -2.3 99.0 99.00
2005 03 14 09 00   2  3.6  4.2  1.16 12.12  8.73 999 1013.0   4.2   4.6  -2.5 99.0 99.00
2005 03 14 10 00 348  4.0  5.3  1.12 10.81  7.81 999 1013.1   4.0   4.5  -4.1 99.0 99.00
2005 03 14 11 00 348  5.2  6.3  0.96 10.81  6.36 999 1013.3   3.9   4.5  -4.7 99.0 99.00
2005 03 14 12 00 328  7.9  9.2  0.92 10.00  5.14 999 1013.3   3.7   4.5  -2.1 99.0 99.00
2005 03 14 13 00 322  6.6  8.4  1.12 12.12  4.95 999 1014.2   3.3   4.4  -3.6 99.0 99.00
2005 03 14 14 00 354  7.5  8.8  1.06 12.12  4.75 999 1014.1   2.7   4.5  -3.9 99.0 99.00
2005 03 14 15 00 352  7.1  8.9  1.26 12.12  4.90 999 1014.5   2.1   4.5  -4.1 99.0 99.00
2005 03 14 16 00 355  6.9  8.5  1.33 11.43  4.97 999 1014.8   1.8   4.6  -4.2 99.0 99.00
2005 03 14 17 00 354  5.8  6.7  1.26 12.12  4.81 999 1014.8   1.8   4.6  -4.6 99.0 99.00
2005 03 14 18 00 356  3.8  5.0  1.21 12.12  4.93 999 1014.5   2.0   4.6  -5.1 99.0 99.00
2005 03 14 19 00 339  6.1  7.0  1.18 12.12  4.96 999 1013.6   2.6   4.7  -4.4 99.0 99.00
2005 03 14 20 00 336  6.3  7.3  1.13 10.81  4.84 999 1013.4   2.8   4.7  -3.2 99.0 99.00
2005 03 14 21 00 331  8.7 10.9  1.18 11.43  4.51 999 1013.2   3.5   4.7  -4.3 99.0 99.00
2005 03 14 22 00 340  9.8 11.5  1.22  4.00  4.13 999 1013.4   3.7   4.6  -4.9 99.0 99.00
2005 03 14 23 00 337 10.0 12.2  1.42  4.55  4.54 999 1014.0   3.9   4.6  -4.4 99.0 99.00
2005 03 15 00 00 330  9.5 11.0  1.40  4.55  4.53 999 1015.0   4.0   4.5  -4.5 99.0 99.00
2005 03 15 01 00 330  8.3 10.4  1.35  4.76  4.34 999 1015.6   4.1   4.5  -4.1 99.0 99.00
2005 03 15 02 00 334  9.2 10.8  1.34 11.43  4.44 999 1015.9   4.0   4.5  -5.6 99.0 99.00
2005 03 15 03 00 333  9.7 11.3  1.23  4.76  4.30 999 1016.2   3.8   4.5  -5.7 99.0 99.00
2005 03 15 04 00 334 10.0 11.7  1.33  5.00  4.31 999 1016.9   3.7   4.5  -6.4 99.0 99.00
2005 03 15 05 00 335 10.1 12.1  1.39  5.00  4.44 999 1016.9   3.5   4.5  -6.4 99.0 99.00
2005 03 15 06 00 329 11.0 12.7  1.50  5.00  4.21 999 1017.0   3.3   4.5  -6.7 99.0 99.00
2005 03 15 07 00 329 11.3 13.8  1.53  4.55  4.24 999 1017.0   2.9   4.5  -6.6 99.0 99.00
2005 03 15 08 00 319 12.0 14.8  1.57  4.76  4.23 999 1017.0   2.5   4.5  -6.3 99.0 99.00
2005 03 15 09 00 322 12.7 15.9  1.74  5.00  4.15 999 1016.8   2.1   4.5  -7.1 99.0 99.00
2005 03 15 10 00 328 12.6 15.5  1.74  5.26  4.32 999 1017.0   1.8   4.4  -7.0 99.0 99.00
2005 03 15 11 00 327 11.6 13.3  1.70  5.26  4.27 999 1018.1   1.5   4.4  -6.9 99.0 99.00
2005 03 15 12 00 323 10.7 13.0  1.68  5.26  4.37 999 1018.5   1.3   4.4  -6.2 99.0 99.00
2005 03 15 13 00 323 10.4 13.5  1.62  5.00  4.36 999 1019.0   1.1   4.4  -5.8 99.0 99.00
2005 03 15 14 00 319 11.0 12.4  1.56  5.00  4.32 999 1019.1   1.0   4.4  -6.4 99.0 99.00
2005 03 15 15 00 315  9.8 12.5  1.61  5.00  4.43 999 1019.7   1.1   4.4  -6.1 99.0 99.00
2005 03 15 16 00 314 10.3 12.3  1.45  5.26  4.20 999 1019.9   1.3   4.4  -5.8 99.0 99.00
2005 03 15 17 00 311  8.1  9.7  1.32  5.00  4.11 999 1020.2   2.1   4.5  -5.7 99.0 99.00
2005 03 15 18 00 315  7.6  8.8  1.09  5.00  3.98 999 1019.6   3.0   4.5  -6.2 99.0 99.00
2005 03 15 19 00 327  6.8  8.2  1.01  4.76  3.96 999 1018.7   3.4   4.5  -5.4 99.0 99.00
2005 03 15 20 00 326  6.6  8.1  0.95  4.76  3.79 999 1018.5   3.8   4.5  -4.8 99.0 99.00
2005 03 15 21 00 329  6.9  8.1  0.89  4.17  3.74 999 1018.2   4.4   4.5  -4.7 99.0 99.00
2005 03 15 22 00 331  4.8  5.8  0.75  4.17  3.65 999 1018.3   4.5   4.4  -2.3 99.0 99.00
2005 03 15 23 00 314  4.6  5.4  0.67  4.76  3.62 999 1019.2   4.6   4.4  -1.5 99.0 99.00
2005 03 16 00 00 307  4.0  4.6  0.59  4.00  3.64 999 1019.7   4.7   4.3  -1.4 99.0 99.00
2005 03 16 01 00 330  1.9  2.5  0.55  4.76  3.80 999 1019.9   4.6   4.3   0.2 99.0 99.00
2005 03 16 02 00 276  4.2  4.8  0.52  4.55  3.75 999 1020.4   5.0   4.3  -0.8 99.0 99.00
2005 03 16 03 00 286  3.7  4.3  0.48  4.35  3.60 999 1020.8   4.8   4.3  -1.5 99.0 99.00
2005 03 16 04 00 305  4.9  6.3  0.46  3.85  3.64 999 1020.5   4.8   4.3  -3.2 99.0 99.00
2005 03 16 05 00 318  7.3  8.6  0.47  2.86  3.13 999 1020.2   4.8   4.3  -2.9 99.0 99.00
2005 03 16 06 00 326  7.9 10.0  0.66  3.57  3.22 999 1020.1   4.6   4.3  -2.9 99.0 99.00
2005 03 16 07 00 321  7.3  8.9  0.81  3.57  3.39 999 1020.7   4.6   4.3  -2.9 99.0 99.00
2005 03 16 08 00 326  6.7  8.4  0.78  4.00  3.41 999 1020.3   4.4   4.3  -2.7 99.0 99.00
2005 03 16 09 00 331  6.2  7.4  0.79  3.85  3.38 999 1020.1   4.1   4.3  -2.7 99.0 99.00
2005 03 16 10 00 313  4.8  5.7  0.72  3.85  3.46 999 1020.5   4.0   4.3  -2.4 99.0 99.00
2005 03 16 11 00 319  5.0  5.7  0.62  4.17  3.33 999 1020.5   3.8   4.2  -2.2 99.0 99.00
2005 03 16 12 00 339  6.6  7.5  0.55  3.85  3.17 999 1020.8   3.8   4.2  -4.8 99.0 99.00
2005 03 16 13 00 342  5.9  6.9  0.51  3.33  3.07 999 1021.0   3.8   4.2  -5.4 99.0 99.00
2005 03 16 14 00 332  5.8  7.7  0.51  3.45  3.10 999 1021.3   3.7   4.2  -7.0 99.0 99.00
2005 03 16 15 00 313  4.5  5.6  0.46  3.23  3.13 999 1020.9   3.6   4.3 999.0 99.0 99.00
2005 03 16 16 00 323  5.0  6.2  0.47  3.13  3.20 999 1020.5   3.7   4.3  -7.6 99.0 99.00
2005 03 16 17 00 332  4.1  4.7  0.43  3.03  3.16 999 1020.1   3.6   4.3  -6.4 99.0 99.00
2005 03 16 18 00 341  3.0  3.7  0.42  3.13  3.38 999 1018.9   3.6   4.4  -6.7 99.0 99.00
2005 03 16 19 00 295  1.3  1.9  0.41  3.13  3.51 999 1018.6   3.8   4.5  -5.8 99.0 99.00
2005 03 16 20 00 219  2.8  3.3  0.45  3.03  3.59 999 1018.7   3.8   4.5  -5.0 99.0 99.00
2005 03 16 21 00 215  2.8  3.4  0.34  4.00  3.73 999 1018.2   3.8   4.5  -4.6 99.0 99.00
2005 03 16 22 00 205  3.1  3.9  0.32  5.56  3.92 999 1018.4   4.0   4.4  -3.1 99.0 99.00
2005 03 16 23 00 214  4.3  5.0  0.32  5.26  3.93 999 1018.2   4.2   4.4  -1.7 99.0 99.00
2005 03 17 00 00 191  3.1  4.0  0.41 16.00  3.75 999 1018.0   4.3   4.4  -0.6 99.0 99.00
2005 03 17 01 00 195  2.7  3.3  0.44 16.00  3.73 999 1018.4   4.4   4.4   0.7 99.0 99.00
2005 03 17 02 00 221  2.1  2.5  0.48  3.85  3.69 999 1018.4   4.5   4.4   1.9 99.0 99.00
2005 03 17 03 00 278  2.3  2.8  0.51  3.85  3.79 999 1018.1   4.7   4.3   1.6 99.0 99.00
2005 03 17 04 00 285  1.8  2.2  0.45 17.39  4.00 999 1017.7   4.7   4.4   1.3 99.0 99.00
2005 03 17 05 00 300  3.4  4.0  0.44 16.00  4.27 999 1017.5   4.6   4.4   0.3 99.0 99.00
2005 03 17 06 00 320  2.9  3.5  0.37 14.81  4.02 999 1016.9   4.5   4.4   0.5 99.0 99.00
2005 03 17 07 00 359  3.9  4.7  0.38 16.00  4.73 999 1016.5   4.6   4.4   0.2 99.0 99.00
2005 03 17 08 00  34  5.0  5.9  0.28 16.00  4.52 999 1015.9   4.5   4.4  -1.0 99.0 99.00
2005 03 17 09 00  56  5.6  6.8  0.34 16.00  3.67 999 1015.7   4.4   4.3  -1.1 99.0 99.00
2005 03 17 10 00  45  6.5  7.9  0.41  2.74  2.81 999 1015.8   4.4   4.3  -1.5 99.0 99.00
2005 03 17 11 00  39  6.2  7.2  0.52  3.03  3.01 999 1016.1   4.3   4.3  -0.7 99.0 99.00
2005 03 17 12 00  46  7.2  8.7  0.72 16.00  3.43 999 1016.2   4.2   4.3  -1.5 99.0 99.00
2005 03 17 13 00  43  7.5  8.8  0.89  4.00  3.42 999 1016.4   3.9   4.3  -2.3 99.0 99.00
2005 03 17 14 00  35  7.4  8.9  1.03  4.17  3.72 999 1017.1   3.8   4.3  -3.3 99.0 99.00
2005 03 17 15 00  31  5.9  6.9  1.10  5.00  3.91 999 1017.2   3.7   4.3  -3.5 99.0 99.00
2005 03 17 16 00  33  5.8  7.4  1.02  4.76  3.96 999 1016.7   3.6   4.3  -2.3 99.0 99.00
2005 03 17 17 00  24  5.7  7.0  0.89  4.55  3.85 999 1017.0   3.6   4.3  -1.6 99.0 99.00
2005 03 17 18 00  12  6.8  8.0  0.79  5.00  3.62 999 1016.1   3.4   4.3  -2.6 99.0 99.00
2005 03 17 19 00   2  7.2  8.4  0.86  5.00  3.69 999 1015.6   3.0   4.4  -2.3 99.0 99.00
2005 03 17 20 00  12  4.5  5.2  0.82  4.55  3.79 999 1015.7   3.0   4.4  -3.1 99.0 99.00
2005 03 17 21 00  40  3.1  3.7  0.72  4.76  3.77 999 1015.6   2.9   4.3  -2.9 99.0 99.00
2005 03 17 22 00  90  2.2  2.6  0.74 14.81  4.21 999 1015.7   3.0   4.3  -4.1 99.0 99.00
2005 03 17 23 00 354  3.4  3.9  0.68 16.00  4.22 999 1016.4   3.1   4.3  -3.5 99.0 99.00
2005 03 18 00 00 360  2.3  2.7  0.71 14.81  4.69 999 1016.5   3.2   4.3  -2.7 99.0 99.00
2005 03 18 01 00 353  1.7  2.0  0.72 16.00  4.55 999 1016.5   3.2   4.2  -2.9 99.0 99.00
2005 03 18 02 00   1  1.2  1.4  0.80 14.81  4.83 999 1016.7   3.3   4.2  -2.7 99.0 99.00
2005 03 18 03 00 359  0.5  0.9  0.76 13.79  4.90 999 1016.7   3.4   4.2  -2.8 99.0 99.00
2005 03 18 04 00 334  1.2  1.8  0.78 16.00  5.34 999 1016.4   3.6   4.2  -2.6 99.0 99.00
2005 03 18 05 00 299  0.6  0.9  0.82 14.81  5.21 999 1016.1   3.6   4.2  -1.7 99.0 99.00
2005 03 18 06 00 264  2.0  2.4  0.78 13.79  5.33 999 1015.9   3.8   4.1  -0.3 99.0 99.00
2005 03 18 07 00 298  2.8  3.4  0.76 16.00  6.02 999 1015.9   3.8   4.1   0.5 99.0 99.00
2005 03 18 08 00 299  4.1  4.7  0.70 16.00  6.06 999 1015.8   3.7   4.1  -0.3 99.0 99.00
2005 03 18 09 00 303  4.9  5.5  0.67 14.81  5.91 999 1015.7   3.6   4.1  -0.4 99.0 99.00
2005 03 18 10 00 314  4.8  5.6  0.58 14.81  4.35 999 1016.1   3.7   4.1  -0.2 99.0 99.00
2005 03 18 11 00 317  3.9  4.7  0.71 14.81  4.82 999 1016.5   3.9   4.2   0.1 99.0 99.00
2005 03 18 12 00 312  3.4  4.2  0.63 14.81  4.92 999 1016.6   3.8   4.2  -0.1 99.0 99.00
2005 03 18 13 00 321  3.0  3.5  0.67 14.81  5.76 999 1016.8   3.8   4.2   0.3 99.0 99.00
2005 03 18 14 00 318  3.8  4.3  0.74  9.09  6.88 999 1017.2   3.9   4.3  -0.1 99.0 99.00
2005 03 18 15 00 314  3.7  4.7  0.72 16.00  7.09 999 1017.2   4.1   4.4   0.0 99.0 99.00
2005 03 18 16 00 324  4.0  4.7  0.70  9.09  6.96 999 1017.0   4.1   4.5   0.3 99.0 99.00
2005 03 18 17 00 332  3.9  4.4  0.69  9.09  6.22 999 1016.7   3.9   4.6   0.5 99.0 99.00
2005 03 18 18 00 328  2.9  3.5  0.70  9.09  6.12 999 1016.6   4.1   4.6   1.1 99.0 99.00
2005 03 18 19 00 329  1.6  2.0  0.72  9.09  6.05 999 1016.1   4.4   4.6   1.0 99.0 99.00
2005 03 18 20 00 334  2.0  2.3  0.72 14.81  6.33 999 1016.1   4.6   4.6   0.6 99.0 99.00
2005 03 18 21 00  44  2.3  2.9  0.70  8.33  6.43 999 1016.1   4.8   4.8   1.0 99.0 99.00
2005 03 18 22 00 209  3.5  5.9  0.73  9.09  7.20 999 1016.4   4.9   4.8   2.1 99.0 99.00
2005 03 18 23 00 218  3.4  3.9  0.74  9.09  7.59 999 1017.0   4.9   4.8   2.5 99.0 99.00
2005 03 19 00 00 227  4.2  6.3  0.70 16.00  7.39 999 1017.6   5.0   4.7   2.7 99.0 99.00
2005 03 19 01 00 225  4.0  4.6  0.77 16.00  7.99 999 1018.0   5.0   4.7   2.9 99.0 99.00
2005 03 19 02 00 231  3.3  3.9  0.80 13.79  8.09 999 1018.5   5.2   4.6   2.7 99.0 99.00
2005 03 19 03 00 235  3.8  4.3  0.79 14.81  7.58 999 1018.7   5.4   4.6   1.7 99.0 99.00
2005 03 19 04 00 248  4.1  4.8  0.78 14.81  7.38 999 1018.9   5.4   4.5   1.5 99.0 99.00
2005 03 19 05 00 248  4.5  5.3  0.76 16.00  6.18 999 1019.0   5.6   4.5   0.9 99.0 99.00
2005 03 19 06 00 259  3.3  3.9  0.88  9.09  6.51 999 1019.3   5.2   4.5   1.7 99.0 99.00
2005 03 19 07 00 296  2.4  2.9  0.87  8.33  6.74 999 1019.6   5.0   4.5   2.3 99.0 99.00
2005 03 19 08 00 358  2.0  2.4  0.82  8.33  6.74 999 1019.7   4.8   4.5   2.5 99.0 99.00
2005 03 19 09 00 343  1.9  2.3  0.78 16.00  7.24 999 1020.2   5.0   4.4   2.1 99.0 99.00
2005 03 19 10 00   9  3.2  3.8  0.88  8.33  7.76 999 1020.8   4.7   4.4   2.3 99.0 99.00
2005 03 19 11 00  32  5.2  6.1  0.88  7.69  7.72 999 1021.0   4.6   4.3   2.5 99.0 99.00
2005 03 19 12 00  45  6.0  6.9  0.82  8.33  6.08 999 1021.4   4.6   4.3   2.2 99.0 99.00
2005 03 19 13 00  60  5.9  6.7  0.89  8.33  5.63 999 1021.7   4.6   4.3   2.3 99.0 99.00
2005 03 19 14 00  70  5.6  6.6  1.01  7.69  5.34 999 1021.8   4.7   4.3   2.5 99.0 99.00
2005 03 19 15 00  86  5.5  6.7 99.00 99.00 99.00 999 1021.8   4.9   4.2   2.7 99.0 99.00
2005 03 19 16 00  87  4.8  5.7  0.91  8.33  4.54 999 1022.5   5.0   4.3   1.6 99.0 99.00
2005 03 19 17 00  83  4.0  4.8  0.96  7.69  4.75 999 1022.6   5.0   4.4   1.7 99.0 99.00
2005 03 19 18 00  80  4.7  5.5  1.06  7.69  4.95 999 1022.1   4.9   4.4   1.8 99.0 99.00
2005 03 19 19 00  86  5.4  6.2  0.97  7.14  4.85 999 1021.4   4.9   4.4   1.6 99.0 99.00
2005 03 19 20 00  92  5.2  6.1  0.92  7.69  4.49 999 1021.3   4.9   4.4   2.4 99.0 99.00
2005 03 19 21 00 100  6.4  7.7  1.02  8.33  4.64 999 1020.5   5.0   4.4   1.9 99.0 99.00
2005 03 19 22 00 111  5.1  6.6  1.02 13.79  4.67 999 1020.4   5.1   4.4   2.6 99.0 99.00
2005 03 19 23 00 117  4.9  5.8  0.92 13.79  4.42 999 1020.5   5.3   4.4   2.9 99.0 99.00
2005 03 20 00 00 111  4.4  4.9  0.90  7.69  4.69 999 1020.7   5.4   4.4   3.2 99.0 99.00
2005 03 20 01 00  97  4.1  4.6  0.89 13.79  4.66 999 1020.6   5.3   4.5   3.5 99.0 99.00
2005 03 20 02 00 108  5.3  6.1  0.93 13.79  4.92 999 1020.2   5.5   4.5   3.6 99.0 99.00
2005 03 20 03 00 114  4.8  5.9  0.91 14.81  4.75 999 1019.9   5.5   4.5   3.7 99.0 99.00
2005 03 20 04 00 128  4.5  5.0  0.85 13.79  4.61 999 1019.4   5.8   4.5   3.8 99.0 99.00
2005 03 20 05 00 126  2.6  3.1  0.89 13.79  4.72 999 1019.4   5.6   4.5   4.0 99.0 99.00
2005 03 20 06 00 133  3.1  3.5  0.80 13.79  4.62 999 1019.0   6.1   4.5   4.2 99.0 99.00
2005 03 20 07 00  65  3.0  3.9  0.81 13.79  4.95 999 1018.5   6.5   4.5   4.4 99.0 99.00
2005 03 20 08 00 352  1.5  2.3  0.78 14.81  5.05 999 1018.7   6.8   4.5   4.6 99.0 99.00
2005 03 20 09 00 320  1.5  1.8  0.77 13.79  5.16 999 1018.6   5.8   4.5   4.5 99.0 99.00
2005 03 20 10 00 137  5.8  6.4  0.66 13.79  4.95 999 1018.1   5.7   4.5   5.0 99.0 99.00
2005 03 20 11 00 101  4.7  5.6  0.63 13.79  4.71 999 1018.0   5.7   4.5   5.0 99.0 99.00
2005 03 20 12 00 115  7.6  8.8  0.69 13.79  4.37 999 1017.4   6.0   4.4   5.1 99.0 99.00
2005 03 20 13 00 108  6.5  8.0  0.78 13.79  3.91 999 1017.3   6.0   4.4   4.6 99.0 99.00
