YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
91 01 09 13 999 99.0 99.0 03.60 09.10 07.60 999 1022.5  10.2 999.0 999.0 99.0
91 01 09 14 999 99.0 99.0 03.80 09.10 07.40 999 1022.7  09.8 999.0 999.0 99.0
91 01 09 15 999 99.0 99.0 03.50 10.00 07.30 999 1022.2  09.4 999.0 999.0 99.0
91 01 09 16 999 99.0 99.0 03.30 10.00 07.10 999 1022.3  07.5 999.0 999.0 99.0
91 01 09 17 999 99.0 99.0 03.20 09.10 06.80 999 1021.5  05.5 999.0 999.0 99.0
91 01 09 18 999 99.0 99.0 03.10 10.00 06.50 999 1021.2  04.8 999.0 999.0 99.0
91 01 09 19 999 99.0 99.0 03.30 10.00 06.60 999 1020.8  04.1 999.0 999.0 99.0
91 01 09 20 999 99.0 99.0 03.10 10.00 06.70 999 1020.8  04.7 999.0 999.0 99.0
91 01 09 21 999 99.0 99.0 03.10 05.60 06.20 999 1021.6  05.5 999.0 999.0 99.0
91 01 09 22 999 99.0 99.0 03.00 08.30 06.50 999 1022.5  04.9 999.0 999.0 99.0
91 01 09 23 999 99.0 99.0 02.90 10.00 06.70 999 1022.7  04.7 999.0 999.0 99.0
91 01 10 00 999 99.0 99.0 02.80 11.10 06.60 999 1023.5  04.3 999.0 999.0 99.0
91 01 10 01 999 99.0 99.0 02.70 11.10 06.40 999 1024.1  04.0 999.0 999.0 99.0
91 01 10 02 999 99.0 99.0 02.60 11.10 06.50 999 1026.2  04.0 999.0 999.0 99.0
91 01 10 03 999 99.0 99.0 02.50 11.10 06.70 999 1026.1  04.4 999.0 999.0 99.0
91 01 10 04 999 99.0 99.0 02.30 11.10 06.60 999 1026.0  04.4 999.0 999.0 99.0
91 01 10 05 999 99.0 99.0 02.10 11.10 06.80 999 1026.6  04.7 999.0 999.0 99.0
91 01 10 06 999 99.0 99.0 02.10 11.10 06.50 999 1027.1  04.4 999.0 999.0 99.0
91 01 10 07 999 99.0 99.0 02.00 10.00 06.50 999 1027.8  04.0 999.0 999.0 99.0
91 01 10 08 999 99.0 99.0 02.00 11.10 06.30 999 1028.3  04.8 999.0 999.0 99.0
91 01 10 09 999 99.0 99.0 01.70 10.00 06.00 999 1029.2  04.7 999.0 999.0 99.0
91 01 10 10 999 99.0 99.0 01.70 10.00 06.00 999 1029.6  05.1 999.0 999.0 99.0
91 01 10 11 999 99.0 99.0 01.70 10.00 06.20 999 1030.4  05.1 999.0 999.0 99.0
91 01 10 12 999 99.0 99.0 01.50 10.00 06.10 999 1031.7  04.8 999.0 999.0 99.0
91 01 10 13 999 99.0 99.0 01.50 10.00 06.00 999 1032.1  04.7 999.0 999.0 99.0
91 01 10 14 999 99.0 99.0 01.40 10.00 06.30 999 1033.1  05.3 999.0 999.0 99.0
91 01 10 15 999 99.0 99.0 01.30 09.10 05.80 999 1033.7  05.6 999.0 999.0 99.0
91 01 10 16 999 99.0 99.0 01.40 09.10 05.90 999 1033.5  05.8 999.0 999.0 99.0
91 01 10 17 999 99.0 99.0 01.40 10.00 05.80 999 1033.6  05.6 999.0 999.0 99.0
91 01 10 18 999 99.0 99.0 01.30 09.10 06.00 999 1033.3  06.0 999.0 999.0 99.0
91 01 10 19 999 99.0 99.0 01.30 11.10 06.30 999 1033.0  05.6 999.0 999.0 99.0
91 01 10 20 999 99.0 99.0 01.30 09.10 06.50 999 1033.1  05.6 999.0 999.0 99.0
91 01 10 21 999 99.0 99.0 01.30 10.00 06.60 999 1033.1  05.5 999.0 999.0 99.0
91 01 10 22 999 99.0 99.0 01.30 10.00 06.60 999 1033.4  05.5 999.0 999.0 99.0
91 01 10 23 999 99.0 99.0 01.30 11.10 06.40 999 1033.6  05.5 999.0 999.0 99.0
91 01 11 00 999 99.0 99.0 01.10 10.00 06.60 999 1035.0  05.6 999.0 999.0 99.0
91 01 11 01 999 99.0 99.0 01.30 10.00 07.20 999 1035.3  05.9 999.0 999.0 99.0
91 01 11 02 999 99.0 99.0 01.20 09.10 06.90 999 1036.1  06.3 999.0 999.0 99.0
91 01 11 03 999 99.0 99.0 01.00 11.10 06.90 999 1036.0  06.3 999.0 999.0 99.0
91 01 11 04 999 99.0 99.0 01.10 10.00 06.30 999 1036.0  05.9 999.0 999.0 99.0
