YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2001 02 16 23 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2001 02 17 00  12  6.0  7.3  0.95  6.25  4.41 999 1010.8   4.8   4.4   4.7 99.0 99.00
2001 02 17 01  15  5.9  7.0  0.95  6.67  4.27 999 1010.2   4.8   4.6   4.7 99.0 99.00
2001 02 17 02 336  7.6  9.4  0.90  3.85  4.22 999 1010.5   4.6   4.6   4.5 99.0 99.00
2001 02 17 03 356  4.9  6.7  0.90  8.33  4.41 999 1010.2   4.8   4.6   4.7 99.0 99.00
2001 02 17 04 329  5.9  7.3  0.94  3.85  4.29 999 1010.1   4.7   4.7   4.6 99.0 99.00
2001 02 17 05 328  5.3  6.6  0.85  3.70  4.22 999 1008.6   4.6   4.7   4.5 99.0 99.00
2001 02 17 06 320  8.6 10.0  0.86  4.35  4.25 999 1009.2   4.4   4.7   4.3 99.0 99.00
2001 02 17 07 313  5.5  6.8  0.92  7.14  4.18 999 1009.3   4.4   4.7   4.3 99.0 99.00
2001 02 17 08 322  7.8  9.2  0.91  4.35  4.19 999 1008.1   4.5   4.6   4.4 99.0 99.00
2001 02 17 09 316  6.7  8.1  0.92  6.67  4.31 999 1008.7   4.7   4.7   4.6 99.0 99.00
2001 02 17 10 336  9.4 11.1  0.94  7.14  4.08 999 1007.4   4.5   4.7   4.4 99.0 99.00
2001 02 17 11 334  8.5 10.7  1.04  3.33  4.04 999 1008.2   4.5   4.7   4.3 99.0 99.00
2001 02 17 12 330  7.6  8.9  1.03  7.69  4.10 999 1009.7   4.6   4.7   4.1 99.0 99.00
2001 02 17 13 311  8.4 10.8  0.95  3.45  4.07 999 1012.2   5.1   4.7   3.9 99.0 99.00
2001 02 17 14 317 12.8 15.5  1.14  3.57  3.83 999 1012.8   4.9   4.7   1.9 99.0 99.00
2001 02 17 15 323 14.2 17.3  1.57  4.35  4.15 999 1013.0   4.6   4.7   0.0 99.0 99.00
2001 02 17 16 325 12.6 16.0  1.76  5.00  4.51 999 1013.2   4.5   4.7   0.0 99.0 99.00
2001 02 17 17 325 13.0 15.6  1.69  4.76  4.46 999 1013.4   4.2   4.6   0.0 99.0 99.00
2001 02 17 18 325 15.0 18.5  1.87  5.26  4.57 999 1013.8   4.0   4.6  -2.8 99.0 99.00
2001 02 17 19 323 14.3 17.7  2.25  5.88  4.90 999 1015.0   3.7   4.6  -5.2 99.0 99.00
2001 02 17 20 324 14.0 16.5  2.24  5.88  4.93 999 1016.2   2.9   4.6  -4.8 99.0 99.00
2001 02 17 21 323 12.6 14.8  2.02  6.25  4.93 999 1017.5   2.9   4.6  -5.9 99.0 99.00
2001 02 17 22 314 11.8 14.3  2.08  5.56  4.84 999 1018.6   3.0   4.6  -5.9 99.0 99.00
2001 02 17 23 312 12.9 15.0  2.12  5.88  4.78 999 1019.9   2.7   4.6  -6.2 99.0 99.00
2001 02 18 00 316 12.5 14.7  1.90  5.56  4.75 999 1021.6   2.2   4.5  -6.6 99.0 99.00
2001 02 18 01 318 12.5 14.5  1.93  5.56  4.69 999 1023.1   1.8   4.5  -7.1 99.0 99.00
2001 02 18 02 314 11.9 14.6  2.09  5.56  4.79 999 1024.5   1.2   4.4  -8.1 99.0 99.00
2001 02 18 03 305 11.8 14.4  2.01  5.56  4.77 999 1025.5   0.7   4.4  -8.0 99.0 99.00
2001 02 18 04 326 12.0 13.9  2.22  5.56  4.89 999 1026.0   0.0   4.4  -8.1 99.0 99.00
2001 02 18 05 328 12.7 15.3  2.22  5.56  4.96 999 1026.5  -0.4   4.3  -8.9 99.0 99.00
2001 02 18 06 321 11.9 14.7  2.22  5.56  4.92 999 1027.1  -0.6   4.3  -8.7 99.0 99.00
2001 02 18 07 320 12.1 16.1  2.20  5.88  4.88 999 1027.8  -1.1   4.3  -8.6 99.0 99.00
2001 02 18 08 329 12.0 15.8  1.92  5.56  4.83 999 1027.9  -1.6   4.2  -8.6 99.0 99.00
2001 02 18 09 334 10.6 13.7  1.89  5.88  4.81 999 1028.6  -1.8   4.2  -8.7 99.0 99.00
2001 02 18 10 328  9.9 13.4  1.83  5.88  4.87 999 1029.1  -2.3   4.2  -8.5 99.0 99.00
2001 02 18 11 346  9.6 11.3  1.79  5.88  4.76 999 1029.8  -2.6   4.2  -9.5 99.0 99.00
2001 02 18 12 343  8.9 11.3  1.63  5.56  4.70 999 1030.5  -3.0   4.2  -9.8 99.0 99.00
2001 02 18 13 347  8.8 12.3  1.72  5.26  4.72 999 1031.4  -3.1   4.1 -10.3 99.0 99.00
2001 02 18 14 348  7.3  9.5  1.44  5.00  4.51 999 1032.2  -3.2   4.2 -10.3 99.0 99.00
2001 02 18 15 338  5.8  8.6  1.44  5.00  4.44 999 1032.8  -3.5   4.1 -10.4 99.0 99.00
2001 02 18 16 340  4.3  6.7  1.28  5.00  4.49 999 1032.6  -3.7   4.1 -10.5 99.0 99.00
2001 02 18 17 346  3.2  4.9  1.10  4.76  4.34 999 1032.4  -3.6   4.1 -10.5 99.0 99.00
2001 02 18 18 324  3.7  5.4  0.95  5.26  4.36 999 1031.7  -3.3   4.2  -9.3 99.0 99.00
2001 02 18 19 329  2.5  3.7  0.94  5.56  4.59 999 1030.8  -2.9   4.2  -9.9 99.0 99.00
2001 02 18 20 341  2.0  3.0  0.78  4.76  4.56 999 1030.5  -2.5   4.2 -10.6 99.0 99.00
2001 02 18 21 281  1.5  2.4  0.72  5.26  4.61 999 1030.4  -2.0   4.2 -10.8 99.0 99.00
2001 02 18 22 217  2.5  3.8  0.61  5.56  4.59 999 1030.5  -1.9   4.1 -10.2 99.0 99.00
2001 02 18 23 222  3.6  4.6  0.58  5.56  4.84 999 1030.9  -1.6   4.0  -9.1 99.0 99.00
2001 02 19 00 230  3.5  4.9  0.50 10.00  4.88 999 1031.2  -0.9   4.0  -8.2 99.0 99.00
2001 02 19 01 279  4.8  6.2  0.47 11.11  5.00 999 1031.4  -0.1   4.0  -9.8 99.0 99.00
2001 02 19 02 251  5.1  6.1  0.49 10.00  4.12 999 1031.5   0.0   3.9  -9.3 99.0 99.00
2001 02 19 03 249  4.9  5.8  0.56 10.00  3.78 999 1031.3   0.2   3.9  -8.7 99.0 99.00
2001 02 19 04 258  5.0  6.7  0.52 10.00  3.93 999 1031.7   0.6   3.9  -7.9 99.0 99.00
2001 02 19 05 259  5.7  6.9  0.48 10.00  3.95 999 1031.6   0.5   3.9  -7.4 99.0 99.00
2001 02 19 06 247  6.4  7.7  0.48 11.11  3.90 999 1031.9   0.5   3.9  -5.5 99.0 99.00
2001 02 19 07 255  6.2  7.5  0.59  3.13  3.51 999 1031.9   0.6   4.0  -4.2 99.0 99.00
2001 02 19 08 253  6.7  8.1  0.63  3.03  3.67 999 1031.9   0.8   4.0  -4.1 99.0 99.00
2001 02 19 09 262  6.1  7.1  0.60  3.23  3.58 999 1031.8   1.0   4.1  -3.9 99.0 99.00
2001 02 19 10 271  5.8  6.7  0.53  3.03  3.65 999 1032.4   1.1   4.2  -4.8 99.0 99.00
2001 02 19 11 285  4.7  5.5  0.51 10.00  3.76 999 1032.7   1.1   4.2  -8.3 99.0 99.00
2001 02 19 12 290  2.4  3.4  0.48 14.29  3.92 999 1033.1   1.2   4.4  -8.9 99.0 99.00
2001 02 19 13 234  1.9  2.6  0.43  9.09  4.23 999 1033.7   1.6   4.5 -10.0 99.0 99.00
2001 02 19 14 183  4.1  5.2  0.38 10.00  4.87 999 1033.3   2.0   4.6  -7.0 99.0 99.00
2001 02 19 15 184  6.4  8.2  0.40 10.00  5.41 999 1033.3   2.6   4.6  -3.6 99.0 99.00
2001 02 19 16 194  8.2 10.2  0.55  2.94  3.56 999 1032.6   3.1   4.7  -4.7 99.0 99.00
2001 02 19 17 192  8.9 10.9  0.70  3.33  3.58 999 1031.6   3.4   4.7  -3.6 99.0 99.00
2001 02 19 18 201  8.4  9.7  0.93  3.70  3.64 999 1030.7   3.5   4.7  -1.8 99.0 99.00
2001 02 19 19 199 10.0 11.8  1.12  4.17  3.85 999 1029.8   3.7   4.7  -3.0 99.0 99.00
2001 02 19 20 196 10.3 12.0  1.12  4.55  3.99 999 1028.5   3.9   4.7  -2.6 99.0 99.00
2001 02 19 21 194 10.0 11.4  1.36  4.76  4.12 999 1027.9   4.1   4.7  -2.8 99.0 99.00
2001 02 19 22 196  8.8 10.0  1.25  5.00  4.03 999 1027.1   4.3   4.7  -0.8 99.0 99.00
2001 02 19 23 194  9.8 11.5  1.25  4.76  4.00 999 1026.5   4.6   4.6   1.1 99.0 99.00
2001 02 20 00 191  9.1 11.0  1.21  5.00  3.99 999 1026.4   4.8   4.6   1.7 99.0 99.00
2001 02 20 01 203  7.3  8.5  1.13  5.00  4.15 999 1026.5   4.9   4.6   2.2 99.0 99.00
2001 02 20 02 202  6.3  7.3  1.11  5.00  4.28 999 1026.4   4.9   4.5   2.6 99.0 99.00
2001 02 20 03 211  6.9  8.1  1.07  5.26  4.35 999 1026.5   5.0   4.4   2.5 99.0 99.00
2001 02 20 04 201  7.7  9.1  1.10  5.00  4.25 999 1026.1   5.4   4.3   2.7 99.0 99.00
2001 02 20 05 204  8.0  9.7  1.07  5.00  4.19 999 1025.8   5.3   4.2   2.9 99.0 99.00
2001 02 20 06 204  7.4  8.5  1.36  5.00  4.43 999 1025.4   5.1   3.8   2.8 99.0 99.00
2001 02 20 07 205  8.4 10.1  1.31  5.00  4.48 999 1024.8   5.5   3.7   1.4 99.0 99.00
2001 02 20 08 198  8.3  9.8  1.45  6.67  4.57 999 1024.4   5.4   3.7   2.4 99.0 99.00
2001 02 20 09 202  8.2  9.8  1.31  5.88  4.43 999 1024.5   5.7   3.8   2.0 99.0 99.00
2001 02 20 10 203  7.8  8.7  1.36  4.76  4.38 999 1024.3   5.3   3.8   2.6 99.0 99.00
2001 02 20 11 206  8.4  9.9  1.23  5.88  4.22 999 1023.9   5.2   3.8   3.0 99.0 99.00
2001 02 20 12 206  8.5  9.6  1.27  4.35  4.12 999 1023.7   5.1   3.9   3.1 99.0 99.00
2001 02 20 13 212  7.8  8.8  1.07  4.55  4.06 999 1024.1   5.2   3.8   3.2 99.0 99.00
2001 02 20 14 220  6.7  7.7  1.08  5.56  4.27 999 1024.2   4.9   3.9   3.4 99.0 99.00
2001 02 20 15 214  5.6  6.7  1.04  5.26  4.53 999 1024.2   4.8   3.9   3.4 99.0 99.00
2001 02 20 16 204  6.4  7.3  1.02  5.26  4.44 999 1024.0   4.9   3.9   3.7 99.0 99.00
2001 02 20 17 202  6.2  6.9  0.96  5.56  4.48 999 1023.3   5.1   3.9   3.8 99.0 99.00
2001 02 20 18 195  6.3  7.1  0.98  5.56  4.45 999 1022.3   5.3   4.0   4.2 99.0 99.00
2001 02 20 19 193  6.1  7.3  0.98  5.88  4.42 999 1021.4   5.5   4.0   4.3 99.0 99.00
2001 02 20 20 187  6.2  7.2  0.97  5.26  4.43 999 1020.4   5.6   4.0   4.3 99.0 99.00
2001 02 20 21 189  6.8  7.9  0.97  5.26  4.28 999 1019.7   6.0   4.1   4.3 99.0 99.00
2001 02 20 22 199  7.0  8.1  1.00  7.14  4.33 999 1019.5   6.6   4.1   4.1 99.0 99.00
2001 02 20 23 196  5.9  6.6  1.03  6.67  4.36 999 1019.7   6.2   4.1   4.3 99.0 99.00
2001 02 21 00 203  5.3  6.0  0.99  6.25  4.44 999 1019.6   6.5   4.1   5.2 99.0 99.00
2001 02 21 01 188  7.2  8.2  0.96  6.25  4.47 999 1019.0   6.9   4.0   5.8 99.0 99.00
2001 02 21 02 187  7.6  8.9  1.00  4.55  4.24 999 1018.5   7.0   4.1   5.8 99.0 99.00
2001 02 21 03 195  7.7  8.8  1.00  4.55  4.06 999 1017.8   6.8   4.1   5.6 99.0 99.00
2001 02 21 04 200  7.8  8.7  1.01  5.56  4.22 999 1016.9   6.9   4.1   5.5 99.0 99.00
2001 02 21 05 208  7.5  8.3  1.06  4.76  4.23 999 1016.5   6.6   4.1   5.4 99.0 99.00
2001 02 21 06 211  9.7 11.2  1.09  5.00  4.13 999 1015.8   7.1   4.0   5.7 99.0 99.00
2001 02 21 07 220  8.2  9.4  1.26  5.00  4.36 999 1015.9   6.2   4.0   5.3 99.0 99.00
2001 02 21 08 231  6.2  6.8  1.17  5.56  4.53 999 1016.1   6.3   4.0   5.5 99.0 99.00
2001 02 21 09 251  4.4  4.7  1.18  5.56  4.63 999 1016.3   6.6   4.0   5.6 99.0 99.00
2001 02 21 10 242  3.7  4.2  1.12  5.88  4.77 999 1016.8   6.1   3.9   5.3 99.0 99.00
2001 02 21 11 264  3.4  3.7  1.18  5.56  4.93 999 1017.3   6.1   3.9   4.9 99.0 99.00
2001 02 21 12 231  3.2  3.5  1.11  5.88  5.03 999 1017.6   6.4   3.8   4.8 99.0 99.00
2001 02 21 13 235  3.2  3.5  1.13  5.56  5.08 999 1018.0   6.2   3.9   4.7 99.0 99.00
2001 02 21 14 220  2.8  3.1  1.06  5.88  5.13 999 1018.4   6.1   3.9   4.6 99.0 99.00
2001 02 21 15 232  3.4  3.8  0.90  6.25  5.02 999 1018.2   6.5   4.0   4.4 99.0 99.00
2001 02 21 16 243  2.8  3.4  0.88  5.56  5.04 999 1018.0   6.8   4.1   4.3 99.0 99.00
2001 02 21 17 280  1.8  2.5  0.80  5.88  5.06 999 1018.1   6.9   4.5   4.2 99.0 99.00
2001 02 21 18 332  4.4  5.1  0.77  5.56  4.95 999 1017.7   7.6   4.6   3.4 99.0 99.00
2001 02 21 19 335  8.7 10.5  0.70  5.88  5.00 999 1017.9   6.5   4.4   0.6 99.0 99.00
2001 02 21 20 339 10.9 12.4  1.03  3.45  3.64 999 1018.4   5.9   4.4  -0.5 99.0 99.00
2001 02 21 21 338 12.5 15.0  1.32  4.55  4.06 999 1019.4   5.6   4.4  -1.5 99.0 99.00
2001 02 21 22 341 13.0 15.9  1.64  5.26  4.39 999 1020.8   5.1   4.3  -3.1 99.0 99.00
2001 02 21 23 341 12.1 15.1  1.62  5.26  4.52 999 1023.0   4.7   4.3  -3.0 99.0 99.00
2001 02 22 00 339 12.1 15.2  1.51  5.56  4.44 999 1024.7   4.3   4.4  -4.8 99.0 99.00
2001 02 22 01 343 11.6 14.2  1.72  5.56  4.45 999 1026.1   3.7   4.4  -5.2 99.0 99.00
2001 02 22 02 340 14.3 17.0  1.93  5.26  4.50 999 1026.8   2.8   4.4  -7.5 99.0 99.00
2001 02 22 03 340 12.6 14.7  2.34  5.56  4.97 999 1028.2   2.3   4.4  -8.7 99.0 99.00
2001 02 22 04 349 10.5 12.9  1.98  5.56  4.63 999 1028.9   1.7   4.4  -8.5 99.0 99.00
2001 02 22 05 354 10.1 11.9  1.69  4.76  4.41 999 1029.4   0.9   4.5 -10.0 99.0 99.00
2001 02 22 06  12  8.8 10.7  1.50  4.55  4.34 999 1029.7   0.2   4.5  -8.9 99.0 99.00
2001 02 22 07  15  8.6 10.6  1.65  5.00  4.60 999 1029.8  -0.3   4.5  -8.4 99.0 99.00
2001 02 22 08  18  9.4 12.7  1.60  5.88  4.70 999 1029.9  -0.7   4.5  -7.3 99.0 99.00
2001 02 22 09  19  9.7 11.4  1.76  5.88  4.75 999 1029.8  -1.4   4.6  -8.1 99.0 99.00
2001 02 22 10  23  9.3 11.1  1.93  5.26  4.82 999 1030.3  -1.5   4.7  -8.2 99.0 99.00
2001 02 22 11  45  9.8 11.7  1.91  5.56  4.87 999 1029.6  -1.4   4.5  -8.8 99.0 99.00
2001 02 22 12  40  9.6 11.3  1.80  5.88  4.85 999 1029.7  -1.8   4.6  -9.2 99.0 99.00
2001 02 22 13  48  9.4 11.5  1.65  5.88  4.74 999 1029.8  -1.9   4.6  -7.7 99.0 99.00
2001 02 22 14  61  8.4 10.5  1.52  5.56  4.69 999 1030.4  -1.7   4.7  -6.9 99.0 99.00
2001 02 22 15  50  8.5 10.8  1.35  5.00  4.46 999 1030.1  -1.4   4.7  -6.2 99.0 99.00
2001 02 22 16  68  7.5  9.2  1.26  5.56  4.48 999 1030.2  -0.8   4.7  -5.8 99.0 99.00
2001 02 22 17  75  7.3  9.3  1.31  5.56  4.47 999 1028.4   0.0   4.6  -4.6 99.0 99.00
2001 02 22 18  51  8.4  9.8  1.33  5.26  4.34 999 1025.7   0.4   4.6  -3.8 99.0 99.00
2001 02 22 19  46  9.6 11.7  1.28  5.26  4.33 999 1024.4  -0.3   4.5  -0.7 99.0 99.00
2001 02 22 20  49 12.2 14.3  1.65  4.55  4.34 999 1022.3   0.0   4.5  -0.2 99.0 99.00
2001 02 22 21  64 12.8 15.7  1.76  5.00  4.42 999 1020.4   0.3   4.5   0.1 99.0 99.00
2001 02 22 22  65 12.0 14.2  2.08  5.56  4.86 999 1019.6   1.1   4.6   1.0 99.0 99.00
2001 02 22 23  67 12.1 14.5  2.56  6.25  5.27 999 1018.4   1.7   4.7   1.6 99.0 99.00
2001 02 23 00  63 11.4 14.1  2.85  6.67  5.62 999 1016.7   2.9   4.7   2.6 99.0 99.00
2001 02 23 01  55 11.1 13.1  2.95  7.14  5.81 999 1015.4   3.6   4.7   2.8 99.0 99.00
2001 02 23 02  52 10.7 12.8  2.95  7.14  5.81 999 1014.4   4.2   4.7   3.1 99.0 99.00
2001 02 23 03  47 10.6 12.3  3.18  7.69  6.09 999 1013.9   4.3   4.7   3.3 99.0 99.00
2001 02 23 04 356  9.3 11.5  3.11  7.69  6.24 999 1014.9   3.8   4.7   3.4 99.0 99.00
2001 02 23 05 358 11.3 12.8  3.23  8.33  6.33 999 1014.4   2.6   4.7   2.3 99.0 99.00
2001 02 23 06 344 10.0 11.5  3.18  8.33  6.09 999 1015.2   1.6   4.6   1.3 99.0 99.00
2001 02 23 07 328 10.2 12.6  3.03  8.33  6.11 999 1015.9   0.7   4.6   0.4 99.0 99.00
2001 02 23 08 326 10.9 13.1  3.06  8.33  6.14 999 1016.2   0.1   4.6  -0.4 99.0 99.00
2001 02 23 09 329  9.8 11.7  2.71  7.69  5.64 999 1017.5  -0.3   4.5  -0.9 99.0 99.00
2001 02 23 10 333  9.0 10.5  2.75  7.69  6.01 999 1018.3  -0.7   4.5  -1.5 99.0 99.00
2001 02 23 11 324  9.4 11.0  2.62  8.33  6.17 999 1019.0  -0.6   4.5  -1.5 99.0 99.00
2001 02 23 12 318  9.0 11.1  2.48  9.09  6.01 999 1020.0  -0.3   4.5  -1.5 99.0 99.00
2001 02 23 13 315  9.4 12.4  2.80  9.09  6.43 999 1021.3  -0.2   4.4  -1.3 99.0 99.00
2001 02 23 14 307  8.2 10.5  2.54  9.09  6.15 999 1022.2  -0.7   4.4  -1.7 99.0 99.00
2001 02 23 15 310  7.5  9.4  2.48 10.00  6.74 999 1023.0  -0.2   4.5  -2.3 99.0 99.00
2001 02 23 16 297  8.8 10.9  2.27  9.09  6.19 999 1023.8   0.6   4.5  -1.9 99.0 99.00
2001 02 23 17 296  7.0  8.5  2.24 10.00  6.42 999 1024.1   1.5   4.5  -2.4 99.0 99.00
2001 02 23 18 285  6.6  8.4  2.22 10.00  7.16 999 1024.2   2.8   4.5  -2.2 99.0 99.00
2001 02 23 19 292  6.5  8.5  2.19 10.00  7.25 999 1023.6   3.5   4.5  -2.9 99.0 99.00
2001 02 23 20 289  6.0  7.5  2.03 10.00  7.23 999 1023.4   3.9   4.5  -2.3 99.0 99.00
2001 02 23 21 312  5.5  6.6  2.35 12.50  8.15 999 1023.4   4.4   4.5  -1.4 99.0 99.00
2001 02 23 22 298  5.4  6.7  1.90 11.11  7.50 999 1023.5   4.9   4.5  -0.8 99.0 99.00
2001 02 23 23 278  5.3  6.5  1.69 11.11  7.57 999 1024.6   4.8   4.5   0.1 99.0 99.00
2001 02 24 00 262  7.6  9.3  1.69 11.11  7.60 999 1025.5   5.0   4.5   0.1 99.0 99.00
2001 02 24 01 250  6.7  8.0  1.46 10.00  6.87 999 1026.4   4.5   4.5   0.5 99.0 99.00
2001 02 24 02 255  6.4  7.7  1.29 10.00  6.08 999 1027.6   4.1   4.5   0.4 99.0 99.00
2001 02 24 03 252  7.0  9.1  1.22  9.09  5.85 999 1028.5   4.0   4.5   0.7 99.0 99.00
2001 02 24 04 292  7.4  8.5  1.32 11.11  5.93 999 1029.4   4.1   4.5   0.0 99.0 99.00
2001 02 24 05 300  6.8  7.9  1.06 11.11  5.66 999 1030.3   3.7   4.5  -0.3 99.0 99.00
2001 02 24 06 327  8.1  9.5  1.05 10.00  5.34 999 1030.6   3.6   4.5  -1.5 99.0 99.00
2001 02 24 07 331  8.6 10.2  1.13 10.00  4.91 999 1031.2   3.5   4.4  -3.2 99.0 99.00
2001 02 24 08 339  9.9 12.4  1.21 10.00  4.80 999 1031.5   3.1   4.4  -3.6 99.0 99.00
2001 02 24 09 351 11.5 13.7  1.34  4.35  4.55 999 1031.5   2.7   4.4  -4.4 99.0 99.00
2001 02 24 10 343  8.3 10.0  1.61  4.76  4.95 999 1033.2   2.4   4.4  -3.7 99.0 99.00
2001 02 24 11 349  8.6 10.1  1.46  4.76  5.01 999 1033.8   1.7   4.4  -4.2 99.0 99.00
2001 02 24 12   3  8.6 10.3  1.56 11.11  5.18 999 1034.6   1.2   4.4  -5.0 99.0 99.00
2001 02 24 13   2  7.8  9.3  1.49 11.11  5.18 999 1035.4   1.1   4.4  -5.5 99.0 99.00
2001 02 24 14   6  7.2  8.8  1.52 11.11  5.23 999 1036.4   0.9   4.5  -6.1 99.0 99.00
2001 02 24 15 359  6.7  8.6  1.40 11.11  5.27 999 1037.6   0.6   4.5  -6.3 99.0 99.00
2001 02 24 16   8  6.3  8.0  1.55 11.11  5.42 999 1038.1   0.4   4.5  -6.2 99.0 99.00
2001 02 24 17  22  5.0  6.3  1.55 12.50  5.69 999 1038.6   0.4   4.5  -6.4 99.0 99.00
2001 02 24 18  32  4.8  6.1  1.42 11.11  5.71 999 1038.0   0.3   4.5  -6.0 99.0 99.00
2001 02 24 19  42  5.2  6.9  1.35 12.50  5.76 999 1037.1   0.6   4.6  -4.7 99.0 99.00
2001 02 24 20  41  5.6  6.9  1.30 10.00  5.75 999 1036.9   0.7   4.5  -4.1 99.0 99.00
2001 02 24 21  38  3.6  4.8  1.25 11.11  5.83 999 1037.5   1.1   4.5  -3.9 99.0 99.00
2001 02 24 22  62  4.6  5.9  1.13 11.11  5.63 999 1036.7   1.3   4.5  -3.1 99.0 99.00
2001 02 24 23  80  4.3  5.6  1.15 10.00  5.79 999 1036.0   1.6   4.4  -2.2 99.0 99.00
2001 02 25 00  77  5.6  6.8  1.16 11.11  6.38 999 1035.9   2.2   4.5  -1.5 99.0 99.00
2001 02 25 01 106  5.5  7.1  1.13 10.00  6.43 999 1035.6   3.0   4.5  -0.9 99.0 99.00
2001 02 25 02 111  6.2  7.5  1.05 11.11  5.67 999 1035.3   3.5   4.5  -0.5 99.0 99.00
2001 02 25 03 103  5.8  6.9  1.02 11.11  5.76 999 1035.0   4.1   4.5   0.1 99.0 99.00
2001 02 25 04 102  6.0  7.0  1.03 11.11  5.31 999 1034.3   4.5   4.5   1.4 99.0 99.00
2001 02 25 05 103  8.0  9.7  1.01 12.50  4.94 999 1032.8   4.8   4.5   1.3 99.0 99.00
2001 02 25 06 108  6.9  8.3  1.22 11.11  5.13 999 1032.0   5.0   4.4   2.0 99.0 99.00
2001 02 25 07 109  6.9  8.1  1.26 11.11  5.03 999 1030.8   5.3   4.4   3.0 99.0 99.00
2001 02 25 08 107  6.1  7.1  1.29 11.11  4.96 999 1029.7   5.7   4.5   4.3 99.0 99.00
2001 02 25 09 106  6.3  7.3  1.31 11.11  4.85 999 1029.0   6.0   4.4   5.0 99.0 99.00
2001 02 25 10 126  5.8  6.5  1.21  5.00  4.90 999 1028.6   6.5   4.4   5.7 99.0 99.00
2001 02 25 11 132  6.3  7.1  1.26 11.11  5.09 999 1028.2   7.1   4.5   5.9 99.0 99.00
2001 02 25 12 144  6.8  7.8  1.16 11.11  4.89 999 1027.4   7.3   4.5   6.4 99.0 99.00
2001 02 25 13 154  7.1  8.2  1.09 11.11  5.05 999 1026.4   7.7   4.5   6.5 99.0 99.00
2001 02 25 14 170  8.4 10.0  1.01 11.11  4.67 999 1025.2   8.4   4.5   6.3 99.0 99.00
2001 02 25 15 169  8.9 10.0  1.21 11.11  4.81 999 1024.2   8.8   4.5   6.3 99.0 99.00
2001 02 25 16 172  8.8 10.1  1.15 11.11  4.43 999 1023.5   8.8   4.6   6.6 99.0 99.00
2001 02 25 17 174  8.2  9.5  1.24 11.11  4.67 999 1022.7   8.6   4.6   6.8 99.0 99.00
2001 02 25 18 176  7.4  8.5  1.30  4.55  4.69 999 1021.7   8.4   4.6   7.1 99.0 99.00
2001 02 25 19 169 10.0 11.7  1.31  4.76  4.71 999 1019.6   8.7   4.6   7.8 99.0 99.00
2001 02 25 20 174  9.9 11.6  1.57  4.76  4.77 999 1018.5   8.9   4.5   8.2 99.0 99.00
2001 02 25 21 180 12.6 14.6  1.89  5.56  4.89 999 1016.6   9.2   4.5   8.7 99.0 99.00
2001 02 25 22 177 11.9 14.1  2.23  5.88  4.96 999 1015.9   9.0   4.6   8.9 99.0 99.00
2001 02 25 23 178 13.2 15.9  2.41  6.67  5.22 999 1014.4   9.2   4.6   9.1 99.0 99.00
2001 02 26 00 184 13.6 16.0  2.61  6.67  5.23 999 1013.2   9.6   4.6   9.5 99.0 99.00
2001 02 26 01 190 12.9 14.8  2.51  6.67  5.33 999 1012.7   9.4   4.6   9.4 99.0 99.00
2001 02 26 02 204 10.1 11.9  2.56  6.67  5.21 999 1013.3   8.5   4.6   8.4 99.0 99.00
2001 02 26 03 206  9.8 11.3  2.73  7.14  5.75 999 1013.1   7.9   4.6   7.8 99.0 99.00
2001 02 26 04 207  9.6 11.1  2.51  7.14  5.66 999 1012.4   7.6   4.5   7.5 99.0 99.00
2001 02 26 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2001 02 26 06 213 10.3 11.7  2.18  7.14  5.44 999 1011.9   7.4   4.5   7.3 99.0 99.00
2001 02 26 07 223  8.5  9.7  2.42  7.69  5.89 999 1012.3   6.5   4.4   6.4 99.0 99.00
2001 02 26 08 241  5.3  6.2  2.16  7.69  5.97 999 1012.8   5.7   4.4   5.7 99.0 99.00
2001 02 26 09 247  4.7  5.3  1.89  7.14  5.94 999 1013.5   6.1   4.4   6.0 99.0 99.00
2001 02 26 10 267  4.4  5.0  1.85  7.69  6.00 999 1014.4   7.9   4.4   7.8 99.0 99.00
2001 02 26 11 293  4.1  4.9  1.69  7.14  5.95 999 1015.7   7.3   4.4   7.2 99.0 99.00
2001 02 26 12 334  3.1  4.4  1.60  7.69  6.13 999 1016.6   6.0   4.3   5.9 99.0 99.00
2001 02 26 13 328  7.1  8.9  1.50  7.14  6.22 999 1017.5   7.3   4.4   4.6 99.0 99.00
2001 02 26 14 334  6.9  9.4  1.50  7.69  6.04 999 1018.6   7.3   4.4   3.7 99.0 99.00
2001 02 26 15 335 13.7 16.9  1.53  8.33  4.50 999 1018.5   5.9   4.5   1.7 99.0 99.00
2001 02 26 16 337 13.0 15.2  1.81  5.26  4.73 999 1019.5   5.7   4.6   0.8 99.0 99.00
2001 02 26 17 340 10.6 13.1  1.72  5.00  4.57 999 1020.3   5.7   4.6   1.2 99.0 99.00
2001 02 26 18 338 11.0 13.1  1.70  5.00  4.56 999 1019.9   5.5   4.6   0.7 99.0 99.00
2001 02 26 19 344 11.0 13.2  1.55  4.76  4.34 999 1019.7   5.6   4.6   0.5 99.0 99.00
